['timestamp', 'frequency', 'amplitudes', 'offsets', 'phase_biases']
['12:33:38.065', '0.9', '[0, 78]', '[-73, 37]', '[20.0]']
['12:33:46.488', '0.9', '[32, 78]', '[-73, 37]', '[20.0]']
['12:33:46.708', '0.9', '[32, 78]', '[88, 37]', '[20.0]']
['12:33:46.911', '0.9', '[32, 46]', '[88, 37]', '[20.0]']
['12:33:47.108', '0.9', '[32, 46]', '[88, -84]', '[20.0]']
['12:33:47.308', '0.9', '[32, 46]', '[88, -84]', '[-56.0]']
['12:33:55.527', '0.4', '[32, 46]', '[88, -84]', '[-56.0]']
['12:33:55.727', '0.4', '[64, 46]', '[88, -84]', '[-56.0]']
['12:33:55.933', '0.4', '[64, 46]', '[-73, -84]', '[-56.0]']
['12:33:56.127', '0.4', '[64, 77]', '[-73, -84]', '[-56.0]']
['12:33:56.328', '0.4', '[64, 77]', '[-73, -8]', '[-56.0]']
['12:33:56.553', '0.4', '[64, 77]', '[-73, -8]', '[51.0]']
['12:34:04.749', '0.1', '[64, 77]', '[-73, -8]', '[51.0]']
['12:34:04.976', '0.1', '[32, 77]', '[-73, -8]', '[51.0]']
['12:34:05.176', '0.1', '[32, 77]', '[-56, -8]', '[51.0]']
['12:34:05.376', '0.1', '[32, 0]', '[-56, -8]', '[51.0]']
['12:34:05.576', '0.1', '[32, 0]', '[-56, 68]', '[51.0]']
['12:34:05.775', '0.1', '[32, 0]', '[-56, 68]', '[-71.0]']
['12:34:13.983', '0.3', '[32, 0]', '[-56, 68]', '[-71.0]']
['12:34:14.621', '0.3', '[32, 16]', '[-56, 68]', '[-71.0]']
['12:34:14.801', '0.3', '[32, 16]', '[-56, -70]', '[-71.0]']
['12:34:15.000', '0.3', '[32, 16]', '[-56, -70]', '[-24.0]']
['12:34:23.211', '0.0', '[32, 16]', '[-56, -70]', '[-24.0]']
['12:34:23.443', '0.0', '[48, 16]', '[-56, -70]', '[-24.0]']
['12:34:23.666', '0.0', '[48, 16]', '[-8, -70]', '[-24.0]']
['12:34:23.869', '0.0', '[48, 79]', '[-8, -70]', '[-24.0]']
['12:34:24.070', '0.0', '[48, 79]', '[-8, -54]', '[-24.0]']
['12:34:24.271', '0.0', '[48, 79]', '[-8, -54]', '[52.0]']
['12:35:00.125', '0.0', '[48, 0]', '[-8, -54]', '[52.0]']
['12:35:00.973', '0.0', '[48, 0]', '[-8, -55]', '[52.0]']
['12:35:01.121', '0.0', '[48, 0]', '[-8, -56]', '[52.0]']
['12:35:01.123', '0.0', '[48, 0]', '[-8, -58]', '[52.0]']
['12:35:01.125', '0.0', '[48, 0]', '[-8, -59]', '[52.0]']
['12:35:01.132', '0.0', '[48, 0]', '[-8, -61]', '[52.0]']
['12:35:01.134', '0.0', '[48, 0]', '[-8, -62]', '[52.0]']
['12:35:01.135', '0.0', '[48, 0]', '[-8, -64]', '[52.0]']
['12:35:01.137', '0.0', '[48, 0]', '[-8, -65]', '[52.0]']
['12:35:01.137', '0.0', '[48, 0]', '[-8, -67]', '[52.0]']
['12:35:01.140', '0.0', '[48, 0]', '[-8, -69]', '[52.0]']
['12:35:01.141', '0.0', '[48, 0]', '[-8, -70]', '[52.0]']
['12:35:01.173', '0.0', '[48, 0]', '[-8, -90]', '[52.0]']
['12:35:01.886', '0.0', '[47, 0]', '[-8, -90]', '[52.0]']
['12:35:01.922', '0.0', '[43, 0]', '[-8, -90]', '[52.0]']
['12:35:01.924', '0.0', '[39, 0]', '[-8, -90]', '[52.0]']
['12:35:01.925', '0.0', '[38, 0]', '[-8, -90]', '[52.0]']
['12:35:01.926', '0.0', '[37, 0]', '[-8, -90]', '[52.0]']
['12:35:01.928', '0.0', '[35, 0]', '[-8, -90]', '[52.0]']
['12:35:01.929', '0.0', '[33, 0]', '[-8, -90]', '[52.0]']
['12:35:01.931', '0.0', '[32, 0]', '[-8, -90]', '[52.0]']
['12:35:01.932', '0.0', '[28, 0]', '[-8, -90]', '[52.0]']
['12:35:01.933', '0.0', '[27, 0]', '[-8, -90]', '[52.0]']
['12:35:01.934', '0.0', '[25, 0]', '[-8, -90]', '[52.0]']
['12:35:01.936', '0.0', '[18, 0]', '[-8, -90]', '[52.0]']
['12:35:01.938', '0.0', '[17, 0]', '[-8, -90]', '[52.0]']
['12:35:01.940', '0.0', '[16, 0]', '[-8, -90]', '[52.0]']
['12:35:01.940', '0.0', '[13, 0]', '[-8, -90]', '[52.0]']
['12:35:01.941', '0.0', '[11, 0]', '[-8, -90]', '[52.0]']
['12:35:01.970', '0.0', '[0, 0]', '[-8, -90]', '[52.0]']
['12:35:02.483', '0.0', '[0, 0]', '[-9, -90]', '[52.0]']
['12:35:02.518', '0.0', '[0, 0]', '[-15, -90]', '[52.0]']
['12:35:02.521', '0.0', '[0, 0]', '[-18, -90]', '[52.0]']
['12:35:02.524', '0.0', '[0, 0]', '[-19, -90]', '[52.0]']
['12:35:02.527', '0.0', '[0, 0]', '[-20, -90]', '[52.0]']
['12:35:02.529', '0.0', '[0, 0]', '[-21, -90]', '[52.0]']
['12:35:02.531', '0.0', '[0, 0]', '[-22, -90]', '[52.0]']
['12:35:02.533', '0.0', '[0, 0]', '[-24, -90]', '[52.0]']
['12:35:02.534', '0.0', '[0, 0]', '[-26, -90]', '[52.0]']
['12:35:02.536', '0.0', '[0, 0]', '[-27, -90]', '[52.0]']
['12:35:02.538', '0.0', '[0, 0]', '[-29, -90]', '[52.0]']
['12:35:02.540', '0.0', '[0, 0]', '[-31, -90]', '[52.0]']
['12:35:02.569', '0.0', '[0, 0]', '[-34, -90]', '[52.0]']
['12:35:02.569', '0.0', '[0, 0]', '[-90, -90]', '[52.0]']
['12:35:03.479', '0.0', '[0, 0]', '[-90, -90]', '[53.0]']
['12:35:03.515', '0.0', '[0, 0]', '[-90, -90]', '[35.0]']
['12:35:03.517', '0.0', '[0, 0]', '[-90, -90]', '[34.0]']
['12:35:03.519', '0.0', '[0, 0]', '[-90, -90]', '[30.0]']
['12:35:03.521', '0.0', '[0, 0]', '[-90, -90]', '[26.0]']
['12:35:03.522', '0.0', '[0, 0]', '[-90, -90]', '[22.0]']
['12:35:03.524', '0.0', '[0, 0]', '[-90, -90]', '[20.0]']
['12:35:03.525', '0.0', '[0, 0]', '[-90, -90]', '[18.0]']
['12:35:03.527', '0.0', '[0, 0]', '[-90, -90]', '[16.0]']
['12:35:03.528', '0.0', '[0, 0]', '[-90, -90]', '[9.0]']
['12:35:03.530', '0.0', '[0, 0]', '[-90, -90]', '[7.0]']
['12:35:03.530', '0.0', '[0, 0]', '[-90, -90]', '[2.0]']
['12:35:03.531', '0.0', '[0, 0]', '[-90, -90]', '[-1.0]']
['12:35:03.533', '0.0', '[0, 0]', '[-90, -90]', '[-3.0]']
['12:35:03.533', '0.0', '[0, 0]', '[-90, -90]', '[-8.0]']
['12:35:03.535', '0.0', '[0, 0]', '[-90, -90]', '[-11.0]']
['12:35:03.537', '0.0', '[0, 0]', '[-90, -90]', '[-21.0]']
['12:35:03.538', '0.0', '[0, 0]', '[-90, -90]', '[-28.0]']
['12:35:03.539', '0.0', '[0, 0]', '[-90, -90]', '[-34.0]']
['12:35:03.541', '0.0', '[0, 0]', '[-90, -90]', '[-42.0]']
['12:35:03.566', '0.0', '[0, 0]', '[-90, -90]', '[-47.0]']
['12:35:03.950', '0.0', '[0, 0]', '[-90, -90]', '[-90.0]']
STOP
['12:35:24.487', '0.0', '[0.0, 0.0]', '[0, 0]', '[0.0]']
['12:35:24.487', '0.0', '[0.0, 0.0]', '[0, 0]', '[0.0]']
