['timestamp', 'frequency', 'amplitudes', 'offsets', 'phase_biases']
['11:19:08.091', '0.6', '[0, 48]', '[56, -18]', '[39.0]']
['11:19:08.288', '0.6', '[0, 48]', '[39, -18]', '[39.0]']
['11:19:08.491', '0.6', '[0, 79]', '[39, -18]', '[39.0]']
['11:19:08.679', '0.6', '[0, 79]', '[39, -3]', '[39.0]']
['11:19:08.918', '0.6', '[0, 79]', '[39, -3]', '[9.0]']
['11:19:17.121', '0.9', '[0, 79]', '[39, -3]', '[9.0]']
['11:19:17.323', '0.9', '[80, 79]', '[39, -3]', '[9.0]']
['11:19:17.506', '0.9', '[80, 79]', '[55, -3]', '[9.0]']
['11:19:17.719', '0.9', '[80, 47]', '[55, -3]', '[9.0]']
['11:19:17.918', '0.9', '[80, 47]', '[55, -49]', '[9.0]']
['11:19:18.120', '0.9', '[80, 47]', '[55, -49]', '[-82.0]']
['11:19:26.344', '0.7', '[80, 47]', '[55, -49]', '[-82.0]']
['11:19:26.546', '0.7', '[64, 47]', '[55, -49]', '[-82.0]']
['11:19:26.744', '0.7', '[64, 47]', '[86, -49]', '[-82.0]']
['11:19:26.971', '0.7', '[64, 78]', '[86, -49]', '[-82.0]']
['11:19:27.146', '0.7', '[64, 78]', '[86, -64]', '[-82.0]']
['11:19:27.353', '0.7', '[64, 78]', '[86, -64]', '[-52.0]']
['11:19:35.578', '0.5', '[64, 78]', '[86, -64]', '[-52.0]']
['11:19:35.975', '0.5', '[64, 78]', '[-11, -64]', '[-52.0]']
['11:19:36.402', '0.5', '[64, 78]', '[-11, 13]', '[-52.0]']
['11:19:36.600', '0.5', '[64, 78]', '[-11, 13]', '[10.0]']
['11:19:44.801', '0.3', '[64, 78]', '[-11, 13]', '[10.0]']
['11:19:45.003', '0.3', '[48, 78]', '[-11, 13]', '[10.0]']
['11:19:45.206', '0.3', '[48, 78]', '[21, 13]', '[10.0]']
['11:19:45.428', '0.3', '[48, 15]', '[21, 13]', '[10.0]']
['11:19:45.631', '0.3', '[48, 15]', '[21, -49]', '[10.0]']
['11:19:45.830', '0.3', '[48, 15]', '[21, -49]', '[-21.0]']
['11:19:54.259', '0.3', '[16, 15]', '[21, -49]', '[-21.0]']
['11:19:54.459', '0.3', '[16, 15]', '[85, -49]', '[-21.0]']
['11:19:55.059', '0.3', '[16, 15]', '[85, -49]', '[-67.0]']
['11:20:03.285', '0.1', '[16, 15]', '[85, -49]', '[-67.0]']
['11:20:03.485', '0.1', '[80, 15]', '[85, -49]', '[-67.0]']
['11:20:04.109', '0.1', '[80, 15]', '[85, -79]', '[-67.0]']
['11:20:04.301', '0.1', '[80, 15]', '[85, -79]', '[71.0]']
['11:20:12.503', '0.4', '[80, 15]', '[85, -79]', '[71.0]']
['11:20:12.731', '0.4', '[48, 15]', '[85, -79]', '[71.0]']
['11:20:12.931', '0.4', '[48, 15]', '[5, -79]', '[71.0]']
['11:20:13.137', '0.4', '[48, 31]', '[5, -79]', '[71.0]']
['11:20:13.332', '0.4', '[48, 31]', '[5, 73]', '[71.0]']
['11:20:13.558', '0.4', '[48, 31]', '[5, 73]', '[-81.0]']
['11:20:21.740', '0.3', '[48, 31]', '[5, 73]', '[-81.0]']
['11:20:21.943', '0.3', '[32, 31]', '[5, 73]', '[-81.0]']
['11:20:22.186', '0.3', '[32, 31]', '[36, 73]', '[-81.0]']
['11:20:22.359', '0.3', '[32, 78]', '[36, 73]', '[-81.0]']
['11:20:22.565', '0.3', '[32, 78]', '[36, 41]', '[-81.0]']
['11:20:22.789', '0.3', '[32, 78]', '[36, 41]', '[86.0]']
['11:20:30.974', '0.4', '[32, 78]', '[36, 41]', '[86.0]']
['11:20:31.177', '0.4', '[0, 78]', '[36, 41]', '[86.0]']
['11:20:31.392', '0.4', '[0, 78]', '[-90, 41]', '[86.0]']
['11:20:31.593', '0.4', '[0, 15]', '[-90, 41]', '[86.0]']
['11:20:31.819', '0.4', '[0, 15]', '[-90, -35]', '[86.0]']
['11:20:32.017', '0.4', '[0, 15]', '[-90, -35]', '[55.0]']
['11:20:40.206', '0.8', '[0, 15]', '[-90, -35]', '[55.0]']
['11:20:40.417', '0.8', '[80, 15]', '[-90, -35]', '[55.0]']
['11:20:40.620', '0.8', '[80, 15]', '[7, -35]', '[55.0]']
['11:20:40.818', '0.8', '[80, 62]', '[7, -35]', '[55.0]']
['11:20:41.042', '0.8', '[80, 62]', '[7, -50]', '[55.0]']
['11:20:41.260', '0.8', '[80, 62]', '[7, -50]', '[-52.0]']
['11:20:49.448', '0.5', '[80, 62]', '[7, -50]', '[-52.0]']
['11:20:49.645', '0.5', '[48, 62]', '[7, -50]', '[-52.0]']
['11:20:50.071', '0.5', '[48, 46]', '[7, -50]', '[-52.0]']
['11:20:50.269', '0.5', '[48, 46]', '[7, 87]', '[-52.0]']
['11:20:50.469', '0.5', '[48, 46]', '[7, 87]', '[-36.0]']
['11:20:58.700', '0.9', '[48, 46]', '[7, 87]', '[-36.0]']
['11:20:58.877', '0.9', '[64, 46]', '[7, 87]', '[-36.0]']
['11:20:59.276', '0.9', '[64, 0]', '[7, 87]', '[-36.0]']
['11:20:59.479', '0.9', '[64, 0]', '[7, 86]', '[-36.0]']
['11:20:59.692', '0.9', '[64, 0]', '[7, 86]', '[-66.0]']
['11:21:07.905', '0.8', '[64, 0]', '[7, 86]', '[-66.0]']
['11:21:08.128', '0.8', '[79, 0]', '[7, 86]', '[-66.0]']
['11:21:08.307', '0.8', '[79, 0]', '[55, 86]', '[-66.0]']
['11:21:08.723', '0.8', '[79, 0]', '[55, 85]', '[-66.0]']
['11:21:08.921', '0.8', '[79, 0]', '[55, 85]', '[72.0]']
['11:21:17.350', '0.8', '[47, 0]', '[55, 85]', '[72.0]']
['11:21:17.553', '0.8', '[47, 0]', '[-26, 85]', '[72.0]']
['11:21:17.952', '0.8', '[47, 0]', '[-26, 84]', '[72.0]']
['11:21:18.153', '0.8', '[47, 0]', '[-26, 84]', '[-66.0]']
['11:21:26.360', '0.9', '[47, 0]', '[-26, 84]', '[-66.0]']
['11:21:26.578', '0.9', '[79, 0]', '[-26, 84]', '[-66.0]']
['11:21:26.777', '0.9', '[79, 0]', '[-74, 84]', '[-66.0]']
['11:21:26.977', '0.9', '[79, 78]', '[-74, 84]', '[-66.0]']
['11:21:27.176', '0.9', '[79, 78]', '[-74, 37]', '[-66.0]']
['11:21:27.380', '0.9', '[79, 78]', '[-74, 37]', '[87.0]']
['11:21:35.597', '0.8', '[79, 78]', '[-74, 37]', '[87.0]']
['11:21:35.814', '0.8', '[47, 78]', '[-74, 37]', '[87.0]']
['11:21:36.092', '0.8', '[47, 78]', '[-56, 37]', '[87.0]']
['11:21:36.210', '0.8', '[47, 46]', '[-56, 37]', '[87.0]']
['11:21:36.432', '0.8', '[47, 46]', '[-56, 36]', '[87.0]']
['11:21:36.631', '0.8', '[47, 46]', '[-56, 36]', '[-51.0]']
['11:21:44.910', '0.2', '[47, 46]', '[-56, 36]', '[-51.0]']
['11:21:45.091', '0.2', '[79, 46]', '[-56, 36]', '[-51.0]']
['11:21:45.288', '0.2', '[79, 46]', '[24, 36]', '[-51.0]']
['11:21:45.448', '0.2', '[79, 15]', '[24, 36]', '[-51.0]']
['11:21:45.663', '0.2', '[79, 15]', '[24, 66]', '[-51.0]']
['11:21:45.887', '0.2', '[79, 15]', '[24, 66]', '[-80.0]']
['11:21:54.070', '0.4', '[79, 15]', '[24, 66]', '[-80.0]']
['11:21:54.295', '0.4', '[31, 15]', '[24, 66]', '[-80.0]']
['11:21:54.482', '0.4', '[31, 15]', '[-72, 66]', '[-80.0]']
['11:21:54.913', '0.4', '[31, 15]', '[-72, 80]', '[-80.0]']
['11:21:55.115', '0.4', '[31, 15]', '[-72, 80]', '[41.0]']
['11:22:03.321', '0.8', '[31, 15]', '[-72, 80]', '[41.0]']
['11:22:03.720', '0.8', '[31, 15]', '[57, 80]', '[41.0]']
['11:22:03.942', '0.8', '[31, 78]', '[57, 80]', '[41.0]']
['11:22:04.142', '0.8', '[31, 78]', '[57, -27]', '[41.0]']
['11:22:04.344', '0.8', '[31, 78]', '[57, -27]', '[-20.0]']
['11:22:12.535', '0.4', '[31, 78]', '[57, -27]', '[-20.0]']
['11:22:12.752', '0.4', '[47, 78]', '[57, -27]', '[-20.0]']
['11:22:12.951', '0.4', '[47, 78]', '[-24, -27]', '[-20.0]']
['11:22:13.155', '0.4', '[47, 62]', '[-24, -27]', '[-20.0]']
['11:22:13.359', '0.4', '[47, 62]', '[-24, 18]', '[-20.0]']
['11:22:13.594', '0.4', '[47, 62]', '[-24, 18]', '[-66.0]']
['11:22:21.798', '0.9', '[47, 62]', '[-24, 18]', '[-66.0]']
['11:22:21.996', '0.9', '[15, 62]', '[-24, 18]', '[-66.0]']
['11:22:22.196', '0.9', '[15, 62]', '[88, 18]', '[-66.0]']
['11:22:22.395', '0.9', '[15, 15]', '[88, 18]', '[-66.0]']
['11:22:22.628', '0.9', '[15, 15]', '[88, -42]', '[-66.0]']
['11:22:22.820', '0.9', '[15, 15]', '[88, -42]', '[26.0]']
['11:22:31.008', '0.4', '[15, 15]', '[88, -42]', '[26.0]']
['11:22:31.225', '0.4', '[79, 15]', '[88, -42]', '[26.0]']
['11:22:31.427', '0.4', '[79, 15]', '[-9, -42]', '[26.0]']
['11:22:31.627', '0.4', '[79, 31]', '[-9, -42]', '[26.0]']
['11:22:31.829', '0.4', '[79, 31]', '[-9, 50]', '[26.0]']
['11:22:32.028', '0.4', '[79, 31]', '[-9, 50]', '[-65.0]']
['11:22:40.257', '0.3', '[79, 31]', '[-9, 50]', '[-65.0]']
['11:22:40.457', '0.3', '[63, 31]', '[-9, 50]', '[-65.0]']
['11:22:40.655', '0.3', '[63, 31]', '[-73, 50]', '[-65.0]']
['11:22:40.852', '0.3', '[63, 15]', '[-73, 50]', '[-65.0]']
['11:22:41.054', '0.3', '[63, 15]', '[-73, 19]', '[-65.0]']
['11:22:41.258', '0.3', '[63, 15]', '[-73, 19]', '[57.0]']
['11:22:49.672', '0.3', '[47, 15]', '[-73, 19]', '[57.0]']
['11:22:49.912', '0.3', '[47, 15]', '[72, 19]', '[57.0]']
['11:22:50.111', '0.3', '[47, 78]', '[72, 19]', '[57.0]']
['11:22:50.284', '0.3', '[47, 78]', '[72, 65]', '[57.0]']
['11:22:50.510', '0.3', '[47, 78]', '[72, 65]', '[-34.0]']
['11:22:58.718', '0.2', '[47, 78]', '[72, 65]', '[-34.0]']
['11:22:59.142', '0.2', '[47, 78]', '[-25, 65]', '[-34.0]']
['11:22:59.341', '0.2', '[47, 46]', '[-25, 65]', '[-34.0]']
['11:22:59.540', '0.2', '[47, 46]', '[-25, -87]', '[-34.0]']
['11:22:59.739', '0.2', '[47, 46]', '[-25, -87]', '[27.0]']
['11:23:07.968', '0.8', '[47, 46]', '[-25, -87]', '[27.0]']
['11:23:08.135', '0.8', '[31, 46]', '[-25, -87]', '[27.0]']
['11:23:08.367', '0.8', '[31, 46]', '[87, -87]', '[27.0]']
['11:23:08.784', '0.8', '[31, 46]', '[87, -11]', '[27.0]']
['11:23:17.173', '0.5', '[31, 46]', '[87, -11]', '[27.0]']
['11:23:17.395', '0.5', '[63, 46]', '[87, -11]', '[27.0]']
['11:23:17.595', '0.5', '[63, 46]', '[70, -11]', '[27.0]']
['11:23:17.797', '0.5', '[63, 15]', '[70, -11]', '[27.0]']
['11:23:17.998', '0.5', '[63, 15]', '[70, 34]', '[27.0]']
['11:23:18.197', '0.5', '[63, 15]', '[70, 34]', '[-34.0]']
['11:23:26.597', '0.5', '[31, 15]', '[70, 34]', '[-34.0]']
['11:23:26.801', '0.5', '[31, 15]', '[-27, 34]', '[-34.0]']
['11:23:27.004', '0.5', '[31, 0]', '[-27, 34]', '[-34.0]']
['11:23:27.412', '0.5', '[31, 0]', '[-27, 34]', '[-79.0]']
['11:23:35.656', '0.2', '[31, 0]', '[-27, 34]', '[-79.0]']
['11:23:36.046', '0.2', '[31, 0]', '[-90, 34]', '[-79.0]']
['11:23:36.453', '0.2', '[31, 0]', '[-90, 64]', '[-79.0]']
['11:23:36.644', '0.2', '[31, 0]', '[-90, 64]', '[-18.0]']
['11:23:45.061', '0.2', '[0, 0]', '[-90, 64]', '[-18.0]']
['11:23:45.276', '0.2', '[0, 0]', '[55, 64]', '[-18.0]']
['11:23:45.673', '0.2', '[0, 0]', '[55, -74]', '[-18.0]']
['11:23:45.879', '0.2', '[0, 0]', '[55, -74]', '[88.0]']
['11:23:54.109', '0.9', '[0, 0]', '[55, -74]', '[88.0]']
['11:23:54.506', '0.9', '[0, 0]', '[-41, -74]', '[88.0]']
['11:23:54.705', '0.9', '[0, 16]', '[-41, -74]', '[88.0]']
['11:23:54.906', '0.9', '[0, 16]', '[-41, -87]', '[88.0]']
['11:23:55.110', '0.9', '[0, 16]', '[-41, -87]', '[56.0]']
['11:24:03.334', '0.5', '[0, 16]', '[-41, -87]', '[56.0]']
['11:24:03.730', '0.5', '[0, 16]', '[23, -87]', '[56.0]']
['11:24:03.932', '0.5', '[0, 1]', '[23, -87]', '[56.0]']
['11:24:04.137', '0.5', '[0, 1]', '[23, -72]', '[56.0]']
['11:24:04.359', '0.5', '[0, 1]', '[23, -72]', '[-5.0]']
['11:24:12.762', '0.5', '[64, 1]', '[23, -72]', '[-5.0]']
['11:24:13.006', '0.5', '[64, 1]', '[-9, -72]', '[-5.0]']
['11:24:13.205', '0.5', '[64, 48]', '[-9, -72]', '[-5.0]']
['11:24:13.385', '0.5', '[64, 48]', '[-9, -56]', '[-5.0]']
['11:24:13.583', '0.5', '[64, 48]', '[-9, -56]', '[-80.0]']
['11:24:21.791', '0.0', '[64, 48]', '[-9, -56]', '[-80.0]']
['11:24:22.211', '0.0', '[64, 48]', '[-40, -56]', '[-80.0]']
['11:24:22.416', '0.0', '[64, 33]', '[-40, -56]', '[-80.0]']
['11:24:22.617', '0.0', '[64, 33]', '[-40, 51]', '[-80.0]']
['11:24:22.817', '0.0', '[64, 33]', '[-40, 51]', '[87.0]']
['11:24:31.043', '0.7', '[64, 33]', '[-40, 51]', '[87.0]']
['11:24:31.444', '0.7', '[64, 33]', '[56, 51]', '[87.0]']
['11:24:31.647', '0.7', '[64, 48]', '[56, 51]', '[87.0]']
['11:24:31.831', '0.7', '[64, 48]', '[56, -25]', '[87.0]']
['11:24:32.035', '0.7', '[64, 48]', '[56, -25]', '[-80.0]']
['11:24:40.293', '0.3', '[64, 48]', '[56, -25]', '[-80.0]']
['11:24:40.452', '0.3', '[79, 48]', '[56, -25]', '[-80.0]']
['11:24:40.667', '0.3', '[79, 48]', '[39, -25]', '[-80.0]']
['11:24:40.876', '0.3', '[79, 33]', '[39, -25]', '[-80.0]']
['11:24:41.072', '0.3', '[79, 33]', '[39, -71]', '[-80.0]']
['11:24:49.477', '0.1', '[79, 33]', '[39, -71]', '[-80.0]']
['11:24:49.681', '0.1', '[47, 33]', '[39, -71]', '[-80.0]']
['11:24:49.885', '0.1', '[47, 33]', '[-26, -71]', '[-80.0]']
['11:24:50.119', '0.1', '[47, 64]', '[-26, -71]', '[-80.0]']
['11:24:50.323', '0.1', '[47, 64]', '[-26, 7]', '[-80.0]']
['11:24:50.523', '0.1', '[47, 64]', '[-26, 7]', '[-34.0]']
['11:24:58.710', '0.0', '[47, 64]', '[-26, 7]', '[-34.0]']
['11:24:58.913', '0.0', '[15, 64]', '[-26, 7]', '[-34.0]']
['11:24:59.328', '0.0', '[15, 1]', '[-26, 7]', '[-34.0]']
['11:24:59.750', '0.0', '[15, 1]', '[-26, 7]', '[-3.0]']
['11:25:07.951', '0.3', '[15, 1]', '[-26, 7]', '[-3.0]']
['11:25:08.151', '0.3', '[31, 1]', '[-26, 7]', '[-3.0]']
['11:25:08.356', '0.3', '[31, 1]', '[22, 7]', '[-3.0]']
['11:25:08.756', '0.3', '[31, 1]', '[22, 36]', '[-3.0]']
['11:25:08.977', '0.3', '[31, 1]', '[22, 36]', '[-18.0]']
['11:25:17.208', '0.5', '[31, 1]', '[22, 36]', '[-18.0]']
['11:25:17.581', '0.5', '[31, 1]', '[55, 36]', '[-18.0]']
['11:25:17.785', '0.5', '[31, 17]', '[55, 36]', '[-18.0]']
['11:25:18.007', '0.5', '[31, 17]', '[55, 51]', '[-18.0]']
['11:25:18.227', '0.5', '[31, 17]', '[55, 51]', '[88.0]']
['11:25:26.411', '0.2', '[31, 17]', '[55, 51]', '[88.0]']
['11:25:26.832', '0.2', '[31, 17]', '[-10, 51]', '[88.0]']
['11:25:27.037', '0.2', '[31, 79]', '[-10, 51]', '[88.0]']
['11:25:27.252', '0.2', '[31, 79]', '[-10, 81]', '[88.0]']
['11:25:27.434', '0.2', '[31, 79]', '[-10, 81]', '[11.0]']
['11:25:35.667', '0.9', '[31, 79]', '[-10, 81]', '[11.0]']
['11:25:35.885', '0.9', '[79, 79]', '[-10, 81]', '[11.0]']
['11:25:36.058', '0.9', '[79, 79]', '[86, 81]', '[11.0]']
['11:25:36.481', '0.9', '[79, 79]', '[86, -86]', '[11.0]']
['11:25:36.683', '0.9', '[79, 79]', '[86, -86]', '[-66.0]']
['11:25:44.893', '0.5', '[79, 79]', '[86, -86]', '[-66.0]']
['11:25:45.292', '0.5', '[79, 79]', '[54, -86]', '[-66.0]']
['11:25:45.494', '0.5', '[79, 63]', '[54, -86]', '[-66.0]']
['11:25:45.696', '0.5', '[79, 63]', '[54, -10]', '[-66.0]']
['11:25:45.900', '0.5', '[79, 63]', '[54, -10]', '[-79.0]']
['11:25:54.124', '0.9', '[79, 63]', '[54, -10]', '[-79.0]']
['11:25:54.318', '0.9', '[47, 63]', '[54, -10]', '[-79.0]']
['11:25:54.525', '0.9', '[47, 63]', '[85, -10]', '[-79.0]']
['11:25:54.727', '0.9', '[47, 78]', '[85, -10]', '[-79.0]']
['11:25:54.930', '0.9', '[47, 78]', '[85, -56]', '[-79.0]']
['11:25:55.134', '0.9', '[47, 78]', '[85, -56]', '[-64.0]']
['11:26:03.372', '0.7', '[47, 78]', '[85, -56]', '[-64.0]']
['11:26:03.574', '0.7', '[79, 78]', '[85, -56]', '[-64.0]']
['11:26:03.760', '0.7', '[79, 78]', '[-90, -56]', '[-64.0]']
['11:26:04.167', '0.7', '[79, 78]', '[-90, 35]', '[-64.0]']
['11:26:04.372', '0.7', '[79, 78]', '[-90, 35]', '[43.0]']
['11:26:12.800', '0.7', '[15, 78]', '[-90, 35]', '[43.0]']
['11:26:13.000', '0.7', '[15, 78]', '[55, 35]', '[43.0]']
['11:26:13.198', '0.7', '[15, 15]', '[55, 35]', '[43.0]']
['11:26:13.400', '0.7', '[15, 15]', '[55, -86]', '[43.0]']
['11:26:13.604', '0.7', '[15, 15]', '[55, -86]', '[73.0]']
['11:26:22.255', '0.7', '[15, 15]', '[-26, -86]', '[73.0]']
['11:26:22.429', '0.7', '[15, 62]', '[-26, -86]', '[73.0]']
['11:26:22.632', '0.7', '[15, 62]', '[-26, 6]', '[73.0]']
['11:26:22.852', '0.7', '[15, 62]', '[-26, 6]', '[-65.0]']
['11:26:31.080', '0.5', '[15, 62]', '[-26, 6]', '[-65.0]']
['11:26:31.477', '0.5', '[15, 62]', '[-74, 6]', '[-65.0]']
['11:26:31.675', '0.5', '[15, 46]', '[-74, 6]', '[-65.0]']
['11:26:31.871', '0.5', '[15, 46]', '[-74, 35]', '[-65.0]']
['11:26:32.096', '0.5', '[15, 46]', '[-74, 35]', '[-49.0]']
['11:26:40.285', '0.3', '[15, 46]', '[-74, 35]', '[-49.0]']
['11:26:40.486', '0.3', '[79, 46]', '[-74, 35]', '[-49.0]']
['11:26:40.688', '0.3', '[79, 46]', '[56, 35]', '[-49.0]']
['11:26:40.910', '0.3', '[79, 0]', '[56, 35]', '[-49.0]']
['11:26:41.108', '0.3', '[79, 0]', '[56, -72]', '[-49.0]']
['11:26:41.309', '0.3', '[79, 0]', '[56, -72]', '[88.0]']
['11:26:49.517', '0.4', '[79, 0]', '[56, -72]', '[88.0]']
['11:26:49.729', '0.4', '[15, 0]', '[56, -72]', '[88.0]']
['11:26:49.931', '0.4', '[15, 0]', '[-88, -72]', '[88.0]']
['11:26:50.130', '0.4', '[15, 16]', '[-88, -72]', '[88.0]']
['11:26:50.330', '0.4', '[15, 16]', '[-88, 6]', '[88.0]']
['11:26:50.532', '0.4', '[15, 16]', '[-88, 6]', '[-65.0]']
['11:27:03.351', '0.0', '[15, 16]', '[-88, 6]', '[-65.0]']
['11:27:03.351', '0.0', '[0, 16]', '[0.0, 6]', '[-65.0]']
['11:27:03.352', '0.0', '[0, 16]', '[0, 6]', '[-65.0]']
['11:27:03.352', '0.0', '[0, 0]', '[0, 0.0]', '[-65.0]']
['11:27:03.352', '0.0', '[0, 0]', '[0, 0]', '[-65.0]']
['11:27:03.352', '0.0', '[0, 0]', '[0, 0]', '[0.0]']
['11:27:03.352', '0.0', '[0, 0]', '[0, 0]', '[0.0]']
STOP
