['timestamp', 'frequency', 'amplitudes', 'offsets', 'phase_biases']
['13:48:32.689', '0.2', '[32, 16]', '[41, 24]', '[68.0]']
['13:48:40.883', '0.3', '[32, 16]', '[41, 24]', '[68.0]']
['13:48:41.086', '0.3', '[80, 16]', '[41, 24]', '[68.0]']
['13:48:41.289', '0.3', '[80, 16]', '[56, 24]', '[68.0]']
['13:48:41.512', '0.3', '[80, 79]', '[56, 24]', '[68.0]']
['13:48:41.730', '0.3', '[80, 79]', '[56, -81]', '[68.0]']
['13:48:41.934', '0.3', '[80, 79]', '[56, -81]', '[21.0]']
['13:48:50.132', '0.4', '[80, 79]', '[56, -81]', '[21.0]']
['13:48:50.331', '0.4', '[64, 79]', '[56, -81]', '[21.0]']
['13:48:50.530', '0.4', '[64, 79]', '[-56, -81]', '[21.0]']
['13:48:50.757', '0.4', '[64, 32]', '[-56, -81]', '[21.0]']
['13:48:50.961', '0.4', '[64, 32]', '[-56, -5]', '[21.0]']
['13:48:51.143', '0.4', '[64, 32]', '[-56, -5]', '[67.0]']
['13:48:59.354', '0.5', '[64, 32]', '[-56, -5]', '[67.0]']
['13:48:59.771', '0.5', '[64, 32]', '[-39, -5]', '[67.0]']
['13:48:59.974', '0.5', '[64, 63]', '[-39, -5]', '[67.0]']
['13:49:00.173', '0.5', '[64, 63]', '[-39, -66]', '[67.0]']
['13:49:00.400', '0.5', '[64, 63]', '[-39, -66]', '[-40.0]']
['13:49:08.579', '0.9', '[64, 63]', '[-39, -66]', '[-40.0]']
['13:49:08.783', '0.9', '[0, 63]', '[-39, -66]', '[-40.0]']
['13:49:08.997', '0.9', '[0, 63]', '[-86, -66]', '[-40.0]']
['13:49:09.190', '0.9', '[0, 0]', '[-86, -66]', '[-40.0]']
['13:49:09.397', '0.9', '[0, 0]', '[-86, 11]', '[-40.0]']
['13:49:09.617', '0.9', '[0, 0]', '[-86, 11]', '[-70.0]']
['13:49:17.818', '0.0', '[0, 0]', '[-86, 11]', '[-70.0]']
['13:49:18.015', '0.0', '[16, 0]', '[-86, 11]', '[-70.0]']
['13:49:18.234', '0.0', '[16, 0]', '[90, 11]', '[-70.0]']
['13:49:18.424', '0.0', '[16, 47]', '[90, 11]', '[-70.0]']
['13:49:18.635', '0.0', '[16, 47]', '[90, 40]', '[-70.0]']
['13:49:18.836', '0.0', '[16, 47]', '[90, 40]', '[53.0]']
['13:49:27.058', '0.9', '[16, 47]', '[90, 40]', '[53.0]']
['13:49:27.460', '0.9', '[16, 47]', '[41, 40]', '[53.0]']
['13:49:27.859', '0.9', '[16, 47]', '[41, 10]', '[53.0]']
['13:49:28.062', '0.9', '[16, 47]', '[41, 10]', '[83.0]']
['13:49:36.477', '0.9', '[48, 47]', '[41, 10]', '[83.0]']
['13:49:36.678', '0.9', '[48, 47]', '[-8, 10]', '[83.0]']
['13:49:37.086', '0.9', '[48, 47]', '[-8, -21]', '[83.0]']
['13:49:37.289', '0.9', '[48, 47]', '[-8, -21]', '[-9.0]']
['13:49:45.501', '0.1', '[48, 47]', '[-8, -21]', '[-9.0]']
['13:49:45.703', '0.1', '[79, 47]', '[-8, -21]', '[-9.0]']
['13:49:45.907', '0.1', '[79, 47]', '[72, -21]', '[-9.0]']
['13:49:46.110', '0.1', '[79, 32]', '[72, -21]', '[-9.0]']
['13:49:46.316', '0.1', '[79, 32]', '[72, -36]', '[-9.0]']
['13:49:46.549', '0.1', '[79, 32]', '[72, -36]', '[21.0]']
['13:49:54.777', '0.9', '[79, 32]', '[72, -36]', '[21.0]']
['13:49:54.975', '0.9', '[63, 32]', '[72, -36]', '[21.0]']
['13:49:55.195', '0.9', '[63, 32]', '[-56, -36]', '[21.0]']
['13:49:55.351', '0.9', '[63, 63]', '[-56, -36]', '[21.0]']
['13:49:55.554', '0.9', '[63, 63]', '[-56, -5]', '[21.0]']
['13:49:55.772', '0.9', '[63, 63]', '[-56, -5]', '[-70.0]']
['13:50:03.968', '0.0', '[63, 63]', '[-56, -5]', '[-70.0]']
['13:50:04.171', '0.0', '[47, 63]', '[-56, -5]', '[-70.0]']
['13:50:04.415', '0.0', '[47, 63]', '[-8, -5]', '[-70.0]']
['13:50:04.782', '0.0', '[47, 63]', '[-8, 56]', '[-70.0]']
['13:50:04.998', '0.0', '[47, 63]', '[-8, 56]', '[22.0]']
['13:50:13.233', '0.5', '[47, 63]', '[-8, 56]', '[22.0]']
['13:50:13.417', '0.5', '[0, 63]', '[-8, 56]', '[22.0]']
['13:50:13.618', '0.5', '[0, 63]', '[9, 56]', '[22.0]']
['13:50:13.818', '0.5', '[0, 47]', '[9, 56]', '[22.0]']
['13:50:14.032', '0.5', '[0, 47]', '[9, -35]', '[22.0]']
['13:50:14.234', '0.5', '[0, 47]', '[9, -35]', '[-38.0]']
['13:50:22.440', '0.3', '[0, 47]', '[9, -35]', '[-38.0]']
['13:50:22.858', '0.3', '[0, 47]', '[-56, -35]', '[-38.0]']
['13:50:23.059', '0.3', '[0, 32]', '[-56, -35]', '[-38.0]']
['13:50:23.261', '0.3', '[0, 32]', '[-56, -34]', '[-38.0]']
['13:50:23.458', '0.3', '[0, 32]', '[-56, -34]', '[54.0]']
['13:50:31.667', '0.8', '[0, 32]', '[-56, -34]', '[54.0]']
['13:50:31.882', '0.8', '[48, 32]', '[-56, -34]', '[54.0]']
['13:50:32.077', '0.8', '[48, 32]', '[88, -34]', '[54.0]']
['13:50:32.505', '0.8', '[48, 32]', '[88, 73]', '[54.0]']
['13:50:32.704', '0.8', '[48, 32]', '[88, 73]', '[-37.0]']
['13:50:40.922', '0.6', '[48, 32]', '[88, 73]', '[-37.0]']
['13:50:41.129', '0.6', '[79, 32]', '[88, 73]', '[-37.0]']
['13:50:41.516', '0.6', '[79, 63]', '[88, 73]', '[-37.0]']
['13:50:41.728', '0.6', '[79, 63]', '[88, -34]', '[-37.0]']
['13:50:41.926', '0.6', '[79, 63]', '[88, -34]', '[85.0]']
['13:50:50.339', '0.6', '[63, 63]', '[88, -34]', '[85.0]']
['13:50:50.548', '0.6', '[63, 63]', '[71, -34]', '[85.0]']
['13:50:50.773', '0.6', '[63, 32]', '[71, -34]', '[85.0]']
['13:50:50.970', '0.6', '[63, 32]', '[71, 42]', '[85.0]']
['13:50:51.175', '0.6', '[63, 32]', '[71, 42]', '[23.0]']
['13:50:59.363', '0.1', '[63, 32]', '[71, 42]', '[23.0]']
['13:50:59.566', '0.1', '[15, 32]', '[71, 42]', '[23.0]']
['13:50:59.768', '0.1', '[15, 32]', '[-74, 42]', '[23.0]']
['13:50:59.991', '0.1', '[15, 47]', '[-74, 42]', '[23.0]']
['13:51:00.190', '0.1', '[15, 47]', '[-74, -4]', '[23.0]']
['13:51:00.394', '0.1', '[15, 47]', '[-74, -4]', '[69.0]']
['13:51:08.612', '0.0', '[15, 47]', '[-74, -4]', '[69.0]']
['13:51:08.831', '0.0', '[79, 47]', '[-74, -4]', '[69.0]']
['13:51:09.032', '0.0', '[79, 47]', '[-25, -4]', '[69.0]']
['13:51:09.417', '0.0', '[79, 47]', '[-25, 26]', '[69.0]']
['13:51:09.633', '0.0', '[79, 47]', '[-25, 26]', '[-54.0]']
['13:51:17.855', '0.3', '[79, 47]', '[-25, 26]', '[-54.0]']
['13:51:18.057', '0.3', '[31, 47]', '[-25, 26]', '[-54.0]']
['13:51:18.241', '0.3', '[31, 47]', '[23, 26]', '[-54.0]']
['13:51:18.461', '0.3', '[31, 32]', '[23, 26]', '[-54.0]']
['13:51:18.653', '0.3', '[31, 32]', '[23, -50]', '[-54.0]']
['13:51:18.853', '0.3', '[31, 32]', '[23, -50]', '[22.0]']
['13:51:27.078', '0.6', '[31, 32]', '[23, -50]', '[22.0]']
['13:51:27.277', '0.6', '[79, 32]', '[23, -50]', '[22.0]']
['13:51:27.469', '0.6', '[79, 32]', '[8, -50]', '[22.0]']
['13:51:27.704', '0.6', '[79, 1]', '[8, -50]', '[22.0]']
['13:51:27.927', '0.6', '[79, 1]', '[8, 87]', '[22.0]']
['13:51:28.098', '0.6', '[79, 1]', '[8, 87]', '[-69.0]']
['13:51:36.301', '0.2', '[79, 1]', '[8, 87]', '[-69.0]']
['13:51:36.506', '0.2', '[31, 1]', '[8, 87]', '[-69.0]']
['13:51:36.719', '0.2', '[31, 1]', '[87, 87]', '[-69.0]']
['13:51:37.117', '0.2', '[31, 1]', '[87, -35]', '[-69.0]']
['13:51:37.374', '0.2', '[31, 1]', '[87, -35]', '[-22.0]']
['13:51:45.537', '0.7', '[31, 1]', '[87, -35]', '[-22.0]']
['13:51:45.939', '0.7', '[31, 1]', '[70, -35]', '[-22.0]']
['13:51:46.140', '0.7', '[31, 79]', '[70, -35]', '[-22.0]']
['13:51:46.345', '0.7', '[31, 79]', '[70, -34]', '[-22.0]']
['13:51:46.566', '0.7', '[31, 79]', '[70, -34]', '[-7.0]']
['13:51:54.764', '0.9', '[31, 79]', '[70, -34]', '[-7.0]']
['13:51:54.962', '0.9', '[15, 79]', '[70, -34]', '[-7.0]']
['13:51:55.165', '0.9', '[15, 79]', '[-11, -34]', '[-7.0]']
['13:51:55.369', '0.9', '[15, 32]', '[-11, -34]', '[-7.0]']
['13:51:55.590', '0.9', '[15, 32]', '[-11, 27]', '[-7.0]']
['13:51:55.810', '0.9', '[15, 32]', '[-11, 27]', '[-37.0]']
['13:52:04.036', '0.2', '[15, 32]', '[-11, 27]', '[-37.0]']
['13:52:04.233', '0.2', '[79, 32]', '[-11, 27]', '[-37.0]']
['13:52:04.436', '0.2', '[79, 32]', '[-75, 27]', '[-37.0]']
['13:52:04.630', '0.2', '[79, 47]', '[-75, 27]', '[-37.0]']
['13:52:04.813', '0.2', '[79, 47]', '[-75, -18]', '[-37.0]']
['13:52:05.033', '0.2', '[79, 47]', '[-75, -18]', '[10.0]']
['13:52:13.253', '0.0', '[79, 47]', '[-75, -18]', '[10.0]']
['13:52:13.458', '0.0', '[15, 47]', '[-75, -18]', '[10.0]']
['13:52:13.658', '0.0', '[15, 47]', '[-41, -18]', '[10.0]']
['13:52:14.057', '0.0', '[15, 47]', '[-41, 73]', '[10.0]']
['13:52:14.246', '0.0', '[15, 47]', '[-41, 73]', '[70.0]']
['13:52:22.471', '0.4', '[15, 47]', '[-41, 73]', '[70.0]']
['13:52:22.872', '0.4', '[15, 47]', '[-88, 73]', '[70.0]']
['13:52:23.093', '0.4', '[15, 16]', '[-88, 73]', '[70.0]']
['13:52:23.300', '0.4', '[15, 16]', '[-88, -79]', '[70.0]']
['13:52:23.482', '0.4', '[15, 16]', '[-88, -79]', '[-22.0]']
['13:52:31.718', '0.9', '[15, 16]', '[-88, -79]', '[-22.0]']
['13:52:31.913', '0.9', '[0, 16]', '[-88, -79]', '[-22.0]']
['13:52:32.113', '0.9', '[0, 16]', '[40, -79]', '[-22.0]']
['13:52:32.512', '0.9', '[0, 16]', '[40, -18]', '[-22.0]']
['13:52:32.715', '0.9', '[0, 16]', '[40, -18]', '[-37.0]']
['13:52:40.936', '0.4', '[0, 16]', '[40, -18]', '[-37.0]']
['13:52:41.740', '0.4', '[0, 16]', '[40, -49]', '[-37.0]']
['13:52:41.946', '0.4', '[0, 16]', '[40, -49]', '[-67.0]']
['13:52:50.609', '0.4', '[0, 16]', '[23, -49]', '[-67.0]']
['13:52:50.812', '0.4', '[0, 47]', '[23, -49]', '[-67.0]']
['13:52:51.011', '0.4', '[0, 47]', '[23, -34]', '[-67.0]']
['13:52:51.211', '0.4', '[0, 47]', '[23, -34]', '[86.0]']
['13:52:59.405', '0.6', '[0, 47]', '[23, -34]', '[86.0]']
['13:52:59.605', '0.6', '[48, 47]', '[23, -34]', '[86.0]']
['13:52:59.804', '0.6', '[48, 47]', '[-25, -34]', '[86.0]']
['13:53:00.007', '0.6', '[48, 32]', '[-25, -34]', '[86.0]']
['13:53:00.210', '0.6', '[48, 32]', '[-25, -79]', '[86.0]']
['13:53:00.414', '0.6', '[48, 32]', '[-25, -79]', '[-6.0]']
['13:53:08.651', '0.2', '[48, 32]', '[-25, -79]', '[-6.0]']
['13:53:09.046', '0.2', '[48, 32]', '[-73, -79]', '[-6.0]']
['13:53:09.272', '0.2', '[48, 16]', '[-73, -79]', '[-6.0]']
['13:53:09.648', '0.2', '[48, 16]', '[-73, -79]', '[39.0]']
['13:53:18.070', '0.2', '[79, 16]', '[-73, -79]', '[39.0]']
['13:53:18.270', '0.2', '[79, 16]', '[72, -79]', '[39.0]']
['13:53:18.472', '0.2', '[79, 47]', '[72, -79]', '[39.0]']
['13:53:18.689', '0.2', '[79, 47]', '[72, 73]', '[39.0]']
['13:53:18.890', '0.2', '[79, 47]', '[72, 73]', '[-7.0]']
['13:53:27.114', '0.9', '[79, 47]', '[72, 73]', '[-7.0]']
['13:53:27.296', '0.9', '[31, 47]', '[72, 73]', '[-7.0]']
['13:53:27.511', '0.9', '[31, 47]', '[-56, 73]', '[-7.0]']
['13:53:27.712', '0.9', '[31, 32]', '[-56, 73]', '[-7.0]']
['13:53:27.916', '0.9', '[31, 32]', '[-56, 56]', '[-7.0]']
['13:53:28.113', '0.9', '[31, 32]', '[-56, 56]', '[-22.0]']
['13:53:36.318', '0.4', '[31, 32]', '[-56, 56]', '[-22.0]']
['13:53:36.555', '0.4', '[79, 32]', '[-56, 56]', '[-22.0]']
['13:53:36.738', '0.4', '[79, 32]', '[88, 56]', '[-22.0]']
['13:53:36.959', '0.4', '[79, 16]', '[88, 56]', '[-22.0]']
['13:53:37.138', '0.4', '[79, 16]', '[88, -35]', '[-22.0]']
['13:53:37.338', '0.4', '[79, 16]', '[88, -35]', '[9.0]']
['13:53:45.555', '0.0', '[79, 16]', '[88, -35]', '[9.0]']
['13:53:45.757', '0.0', '[31, 16]', '[88, -35]', '[9.0]']
['13:53:45.956', '0.0', '[31, 16]', '[-9, -35]', '[9.0]']
['13:53:46.157', '0.0', '[31, 47]', '[-9, -35]', '[9.0]']
['13:53:46.360', '0.0', '[31, 47]', '[-9, 87]', '[9.0]']
['13:53:46.569', '0.0', '[31, 47]', '[-9, 87]', '[38.0]']
['13:53:54.827', '0.2', '[31, 47]', '[-9, 87]', '[38.0]']
['13:53:55.026', '0.2', '[79, 47]', '[-9, 87]', '[38.0]']
['13:53:55.226', '0.2', '[79, 47]', '[23, 87]', '[38.0]']
['13:53:55.426', '0.2', '[79, 16]', '[23, 87]', '[38.0]']
['13:53:55.602', '0.2', '[79, 16]', '[23, -51]', '[38.0]']
['13:54:04.014', '0.3', '[79, 16]', '[23, -51]', '[38.0]']
['13:54:04.223', '0.3', '[31, 16]', '[23, -51]', '[38.0]']
['13:54:04.467', '0.3', '[31, 16]', '[71, -51]', '[38.0]']
['13:54:04.665', '0.3', '[31, 32]', '[71, -51]', '[38.0]']
['13:54:04.846', '0.3', '[31, 32]', '[71, 86]', '[38.0]']
['13:54:05.034', '0.3', '[31, 32]', '[71, 86]', '[-69.0]']
['13:54:13.243', '0.1', '[31, 32]', '[71, 86]', '[-69.0]']
['13:54:13.467', '0.1', '[15, 32]', '[71, 86]', '[-69.0]']
['13:54:13.669', '0.1', '[15, 32]', '[7, 86]', '[-69.0]']
['13:54:13.888', '0.1', '[15, 63]', '[7, 86]', '[-69.0]']
['13:54:14.070', '0.1', '[15, 63]', '[7, 85]', '[-69.0]']
['13:54:14.271', '0.1', '[15, 63]', '[7, 85]', '[38.0]']
['13:54:22.491', '0.2', '[15, 63]', '[7, 85]', '[38.0]']
['13:54:22.707', '0.2', '[31, 63]', '[7, 85]', '[38.0]']
['13:54:22.906', '0.2', '[31, 63]', '[70, 85]', '[38.0]']
['13:54:23.110', '0.2', '[31, 16]', '[70, 85]', '[38.0]']
['13:54:23.315', '0.2', '[31, 16]', '[70, 69]', '[38.0]']
['13:54:23.534', '0.2', '[31, 16]', '[70, 69]', '[8.0]']
['13:54:31.714', '0.9', '[31, 16]', '[70, 69]', '[8.0]']
['13:54:31.928', '0.9', '[63, 16]', '[70, 69]', '[8.0]']
['13:54:32.331', '0.9', '[63, 32]', '[70, 69]', '[8.0]']
['13:54:32.557', '0.9', '[63, 32]', '[70, -83]', '[8.0]']
['13:54:32.757', '0.9', '[63, 32]', '[70, -83]', '[37.0]']
['13:54:40.942', '0.4', '[63, 32]', '[70, -83]', '[37.0]']
['13:54:41.148', '0.4', '[0, 32]', '[70, -83]', '[37.0]']
['13:54:41.379', '0.4', '[0, 32]', '[6, -83]', '[37.0]']
['13:54:41.764', '0.4', '[0, 32]', '[6, 38]', '[37.0]']
['13:54:41.968', '0.4', '[0, 32]', '[6, 38]', '[-9.0]']
['13:54:50.227', '0.8', '[0, 32]', '[6, 38]', '[-9.0]']
['13:54:50.386', '0.8', '[64, 32]', '[6, 38]', '[-9.0]']
['13:54:50.589', '0.8', '[64, 32]', '[37, 38]', '[-9.0]']
['13:54:50.794', '0.8', '[64, 63]', '[37, 38]', '[-9.0]']
['13:54:51.027', '0.8', '[64, 63]', '[37, 68]', '[-9.0]']
['13:54:51.242', '0.8', '[64, 63]', '[37, 68]', '[7.0]']
['13:54:59.417', '0.2', '[64, 63]', '[37, 68]', '[7.0]']
['13:54:59.618', '0.2', '[16, 63]', '[37, 68]', '[7.0]']
['13:54:59.821', '0.2', '[16, 63]', '[-59, 68]', '[7.0]']
['13:55:00.045', '0.2', '[16, 16]', '[-59, 68]', '[7.0]']
['13:55:00.245', '0.2', '[16, 16]', '[-59, -55]', '[7.0]']
['13:55:00.448', '0.2', '[16, 16]', '[-59, -55]', '[52.0]']
['13:55:08.686', '0.4', '[16, 16]', '[-59, -55]', '[52.0]']
['13:55:08.891', '0.4', '[80, 16]', '[-59, -55]', '[52.0]']
['13:55:09.089', '0.4', '[80, 16]', '[-42, -55]', '[52.0]']
['13:55:09.490', '0.4', '[80, 16]', '[-42, -84]', '[52.0]']
['13:55:09.691', '0.4', '[80, 16]', '[-42, -84]', '[-39.0]']
['13:55:17.912', '0.8', '[80, 16]', '[-42, -84]', '[-39.0]']
['13:55:18.113', '0.8', '[32, 16]', '[-42, -84]', '[-39.0]']
['13:55:18.507', '0.8', '[32, 63]', '[-42, -84]', '[-39.0]']
['13:55:18.708', '0.8', '[32, 63]', '[-42, -69]', '[-39.0]']
['13:55:18.913', '0.8', '[32, 63]', '[-42, -69]', '[-54.0]']
['13:55:27.131', '0.4', '[32, 63]', '[-42, -69]', '[-54.0]']
['13:55:27.329', '0.4', '[64, 63]', '[-42, -69]', '[-54.0]']
['13:55:27.522', '0.4', '[64, 63]', '[-74, -69]', '[-54.0]']
['13:55:27.729', '0.4', '[64, 32]', '[-74, -69]', '[-54.0]']
['13:55:27.933', '0.4', '[64, 32]', '[-74, 54]', '[-54.0]']
['13:55:28.137', '0.4', '[64, 32]', '[-74, 54]', '[-23.0]']
['13:55:36.403', '0.8', '[64, 32]', '[-74, 54]', '[-23.0]']
['13:55:36.562', '0.8', '[16, 32]', '[-74, 54]', '[-23.0]']
['13:55:36.766', '0.8', '[16, 32]', '[8, 54]', '[-23.0]']
['13:55:36.997', '0.8', '[16, 47]', '[8, 54]', '[-23.0]']
['13:55:37.201', '0.8', '[16, 47]', '[8, -82]', '[-23.0]']
['13:55:37.449', '0.8', '[16, 47]', '[8, -82]', '[83.0]']
['13:55:45.995', '0.8', '[16, 47]', '[-56, -82]', '[83.0]']
['13:55:46.419', '0.8', '[16, 47]', '[-56, -52]', '[83.0]']
['13:55:46.621', '0.8', '[16, 47]', '[-56, -52]', '[-24.0]']
['13:55:54.844', '0.1', '[16, 47]', '[-56, -52]', '[-24.0]']
['13:55:55.042', '0.1', '[64, 47]', '[-56, -52]', '[-24.0]']
['13:55:55.244', '0.1', '[64, 47]', '[24, -52]', '[-24.0]']
['13:55:55.441', '0.1', '[64, 63]', '[24, -52]', '[-24.0]']
['13:55:55.644', '0.1', '[64, 63]', '[24, 85]', '[-24.0]']
['13:55:55.849', '0.1', '[64, 63]', '[24, 85]', '[21.0]']
['13:56:04.087', '0.0', '[64, 63]', '[24, 85]', '[21.0]']
['13:56:04.465', '0.0', '[64, 63]', '[-72, 85]', '[21.0]']
['13:56:04.669', '0.0', '[64, 16]', '[-72, 85]', '[21.0]']
['13:56:04.882', '0.0', '[64, 16]', '[-72, -68]', '[21.0]']
['13:56:05.109', '0.0', '[64, 16]', '[-72, -68]', '[-55.0]']
['13:56:13.307', '0.2', '[64, 16]', '[-72, -68]', '[-55.0]']
['13:56:13.490', '0.2', '[79, 16]', '[-72, -68]', '[-55.0]']
['13:56:13.694', '0.2', '[79, 16]', '[-86, -68]', '[-55.0]']
['13:56:13.900', '0.2', '[79, 32]', '[-86, -68]', '[-55.0]']
['13:56:14.111', '0.2', '[79, 32]', '[-86, 70]', '[-55.0]']
['13:56:14.316', '0.2', '[79, 32]', '[-86, 70]', '[-70.0]']
['13:56:22.545', '0.8', '[79, 32]', '[-86, 70]', '[-70.0]']
['13:56:22.736', '0.8', '[15, 32]', '[-86, 70]', '[-70.0]']
['13:56:22.939', '0.8', '[15, 32]', '[42, 70]', '[-70.0]']
['13:56:23.149', '0.8', '[15, 47]', '[42, 70]', '[-70.0]']
['13:56:23.354', '0.8', '[15, 47]', '[42, 54]', '[-70.0]']
['13:56:23.603', '0.8', '[15, 47]', '[42, 54]', '[83.0]']
['13:56:31.765', '0.7', '[15, 47]', '[42, 54]', '[83.0]']
['13:56:31.966', '0.7', '[63, 47]', '[42, 54]', '[83.0]']
['13:56:33.455', '0.7', '[63, 63]', '[42, 54]', '[83.0]']
['13:56:33.455', '0.7', '[63, 63]', '[42, 69]', '[83.0]']
['13:56:33.455', '0.7', '[63, 63]', '[42, 69]', '[-70.0]']
['13:56:41.018', '0.5', '[63, 63]', '[42, 69]', '[-70.0]']
['13:56:41.216', '0.5', '[15, 63]', '[42, 69]', '[-70.0]']
['13:56:41.417', '0.5', '[15, 63]', '[-23, 69]', '[-70.0]']
['13:56:41.618', '0.5', '[15, 16]', '[-23, 69]', '[-70.0]']
['13:56:41.821', '0.5', '[15, 16]', '[-23, 8]', '[-70.0]']
['13:56:42.041', '0.5', '[15, 16]', '[-23, 8]', '[22.0]']
['13:56:50.642', '0.5', '[15, 16]', '[89, 8]', '[22.0]']
['13:56:50.878', '0.5', '[15, 63]', '[89, 8]', '[22.0]']
['13:56:51.063', '0.5', '[15, 63]', '[89, 83]', '[22.0]']
['13:56:59.483', '0.0', '[15, 63]', '[89, 83]', '[22.0]']
['13:56:59.885', '0.0', '[15, 63]', '[-24, 83]', '[22.0]']
['13:57:00.089', '0.0', '[15, 78]', '[-24, 83]', '[22.0]']
['13:57:00.293', '0.0', '[15, 78]', '[-24, -55]', '[22.0]']
['13:57:00.498', '0.0', '[15, 78]', '[-24, -55]', '[-83.0]']
['13:57:08.746', '0.9', '[15, 78]', '[-24, -55]', '[-83.0]']
['13:57:08.911', '0.9', '[0, 78]', '[-24, -55]', '[-83.0]']
['13:57:09.114', '0.9', '[0, 78]', '[88, -55]', '[-83.0]']
['13:57:09.318', '0.9', '[0, 0]', '[88, -55]', '[-83.0]']
['13:57:09.522', '0.9', '[0, 0]', '[88, -70]', '[-83.0]']
['13:57:09.775', '0.9', '[0, 0]', '[88, -70]', '[69.0]']
['13:57:17.940', '0.3', '[0, 0]', '[88, -70]', '[69.0]']
['13:57:18.142', '0.3', '[80, 0]', '[88, -70]', '[69.0]']
['13:57:18.350', '0.3', '[80, 0]', '[-73, -70]', '[69.0]']
['13:57:18.569', '0.3', '[80, 78]', '[-73, -70]', '[69.0]']
['13:57:18.769', '0.3', '[80, 78]', '[-73, 22]', '[69.0]']
['13:57:18.968', '0.3', '[80, 78]', '[-73, 22]', '[8.0]']
['13:57:27.190', '0.5', '[80, 78]', '[-73, 22]', '[8.0]']
['13:57:27.590', '0.5', '[80, 78]', '[88, 22]', '[8.0]']
['13:57:27.791', '0.5', '[80, 31]', '[88, 22]', '[8.0]']
['13:57:27.991', '0.5', '[80, 31]', '[88, -8]', '[8.0]']
['13:57:28.193', '0.5', '[80, 31]', '[88, -8]', '[-54.0]']
['13:57:36.409', '0.3', '[80, 31]', '[88, -8]', '[-54.0]']
['13:57:36.610', '0.3', '[32, 31]', '[88, -8]', '[-54.0]']
['13:57:36.810', '0.3', '[32, 31]', '[-56, -8]', '[-54.0]']
['13:57:37.240', '0.3', '[32, 31]', '[-56, 68]', '[-54.0]']
['13:57:37.437', '0.3', '[32, 31]', '[-56, 68]', '[8.0]']
['13:57:45.658', '0.5', '[32, 31]', '[-56, 68]', '[8.0]']
['13:57:45.857', '0.5', '[64, 31]', '[-56, 68]', '[8.0]']
['13:57:46.053', '0.5', '[64, 31]', '[24, 68]', '[8.0]']
['13:57:46.255', '0.5', '[64, 46]', '[24, 68]', '[8.0]']
['13:57:46.457', '0.5', '[64, 46]', '[24, 7]', '[8.0]']
['13:57:46.677', '0.5', '[64, 46]', '[24, 7]', '[-69.0]']
['13:57:54.874', '0.7', '[64, 46]', '[24, 7]', '[-69.0]']
['13:57:55.101', '0.7', '[79, 46]', '[24, 7]', '[-69.0]']
['13:57:55.277', '0.7', '[79, 46]', '[9, 7]', '[-69.0]']
['13:57:55.480', '0.7', '[79, 31]', '[9, 7]', '[-69.0]']
['13:57:55.894', '0.7', '[79, 31]', '[9, 7]', '[54.0]']
['13:58:04.100', '0.3', '[79, 31]', '[9, 7]', '[54.0]']
['13:58:04.318', '0.3', '[31, 31]', '[9, 7]', '[54.0]']
['13:58:04.514', '0.3', '[31, 31]', '[-72, 7]', '[54.0]']
['13:58:04.720', '0.3', '[31, 62]', '[-72, 7]', '[54.0]']
['13:58:04.916', '0.3', '[31, 62]', '[-72, -55]', '[54.0]']
['13:58:05.117', '0.3', '[31, 62]', '[-72, -55]', '[69.0]']
['13:58:13.334', '0.6', '[31, 62]', '[-72, -55]', '[69.0]']
['13:58:13.541', '0.6', '[47, 62]', '[-72, -55]', '[69.0]']
['13:58:13.733', '0.6', '[47, 62]', '[73, -55]', '[69.0]']
['13:58:13.937', '0.6', '[47, 31]', '[73, -55]', '[69.0]']
['13:58:14.144', '0.6', '[47, 31]', '[73, -70]', '[69.0]']
['13:58:14.350', '0.6', '[47, 31]', '[73, -70]', '[-69.0]']
['13:58:22.583', '0.8', '[47, 31]', '[73, -70]', '[-69.0]']
['13:58:22.784', '0.8', '[15, 31]', '[73, -70]', '[-69.0]']
['13:58:22.983', '0.8', '[15, 31]', '[56, -70]', '[-69.0]']
['13:58:23.183', '0.8', '[15, 0]', '[56, -70]', '[-69.0]']
['13:58:23.383', '0.8', '[15, 0]', '[56, -23]', '[-69.0]']
['13:58:23.584', '0.8', '[15, 0]', '[56, -23]', '[-22.0]']
['13:58:31.827', '0.0', '[15, 0]', '[56, -23]', '[-22.0]']
['13:58:32.027', '0.0', '[63, 0]', '[56, -23]', '[-22.0]']
['13:58:32.247', '0.0', '[63, 0]', '[-73, -23]', '[-22.0]']
['13:58:32.653', '0.0', '[63, 0]', '[-73, 83]', '[-22.0]']
['13:58:32.813', '0.0', '[63, 0]', '[-73, 83]', '[23.0]']
['13:58:41.022', '0.7', '[63, 0]', '[-73, 83]', '[23.0]']
['13:58:41.241', '0.7', '[79, 0]', '[-73, 83]', '[23.0]']
['13:58:41.445', '0.7', '[79, 0]', '[40, 83]', '[23.0]']
['13:58:41.846', '0.7', '[79, 0]', '[40, -70]', '[23.0]']
['13:58:42.066', '0.7', '[79, 0]', '[40, -70]', '[-68.0]']
['13:58:50.282', '0.0', '[79, 0]', '[40, -70]', '[-68.0]']
['13:58:50.485', '0.0', '[0, 0]', '[40, -70]', '[-68.0]']
['13:58:50.682', '0.0', '[0, 0]', '[56, -70]', '[-68.0]']
['13:58:51.090', '0.0', '[0, 0]', '[56, 37]', '[-68.0]']
