['timestamp', 'frequency', 'amplitudes', 'offsets', 'phase_biases']
['13:09:45.730', '0.4', '[64, 79]', '[37, 35]', '[83.0]']
['13:09:45.925', '0.4', '[64, 79]', '[37, 35]', '[-39.0]']
['13:09:54.148', '0.7', '[64, 79]', '[37, 35]', '[-39.0]']
['13:09:54.346', '0.7', '[16, 79]', '[37, 35]', '[-39.0]']
['13:09:54.547', '0.7', '[16, 79]', '[20, 35]', '[-39.0]']
['13:09:54.746', '0.7', '[16, 63]', '[20, 35]', '[-39.0]']
['13:09:54.948', '0.7', '[16, 63]', '[20, -41]', '[-39.0]']
['13:09:55.149', '0.7', '[16, 63]', '[20, -41]', '[53.0]']
['13:10:03.564', '0.7', '[80, 63]', '[20, -41]', '[53.0]']
['13:10:03.784', '0.7', '[80, 63]', '[-43, -41]', '[53.0]']
['13:10:03.990', '0.7', '[80, 0]', '[-43, -41]', '[53.0]']
['13:10:04.157', '0.7', '[80, 0]', '[-43, -25]', '[53.0]']
['13:10:04.365', '0.7', '[80, 0]', '[-43, -25]', '[37.0]']
['13:10:12.586', '0.6', '[80, 0]', '[-43, -25]', '[37.0]']
['13:10:12.789', '0.6', '[0, 0]', '[-43, -25]', '[37.0]']
['13:10:12.988', '0.6', '[0, 0]', '[-75, -25]', '[37.0]']
['13:10:13.202', '0.6', '[0, 32]', '[-75, -25]', '[37.0]']
['13:10:13.405', '0.6', '[0, 32]', '[-75, 51]', '[37.0]']
['13:10:13.606', '0.6', '[0, 32]', '[-75, 51]', '[52.0]']
['13:10:22.011', '0.6', '[48, 32]', '[-75, 51]', '[52.0]']
['13:10:22.230', '0.6', '[48, 32]', '[-10, 51]', '[52.0]']
['13:10:22.427', '0.6', '[48, 79]', '[-10, 51]', '[52.0]']
['13:10:22.630', '0.6', '[48, 79]', '[-10, 35]', '[52.0]']
['13:10:22.831', '0.6', '[48, 79]', '[-10, 35]', '[-84.0]']
['13:10:31.035', '0.4', '[48, 79]', '[-10, 35]', '[-84.0]']
['13:10:31.447', '0.4', '[48, 79]', '[-41, 35]', '[-84.0]']
['13:10:31.650', '0.4', '[48, 63]', '[-41, 35]', '[-84.0]']
['13:10:31.848', '0.4', '[48, 63]', '[-41, 5]', '[-84.0]']
['13:10:32.073', '0.4', '[48, 63]', '[-41, 5]', '[8.0]']
['13:10:40.264', '0.2', '[48, 63]', '[-41, 5]', '[8.0]']
['13:10:40.522', '0.2', '[0, 63]', '[-41, 5]', '[8.0]']
['13:10:40.723', '0.2', '[0, 63]', '[56, 5]', '[8.0]']
['13:10:40.921', '0.2', '[0, 78]', '[56, 5]', '[8.0]']
['13:10:41.083', '0.2', '[0, 78]', '[56, -26]', '[8.0]']
['13:10:41.321', '0.2', '[0, 78]', '[56, -26]', '[-69.0]']
['13:10:49.503', '0.9', '[0, 78]', '[56, -26]', '[-69.0]']
['13:10:49.819', '0.9', '[48, 78]', '[56, -26]', '[-69.0]']
['13:10:49.943', '0.9', '[48, 78]', '[8, -26]', '[-69.0]']
['13:10:50.117', '0.9', '[48, 31]', '[8, -26]', '[-69.0]']
['13:10:50.358', '0.9', '[48, 31]', '[8, -86]', '[-69.0]']
['13:10:50.561', '0.9', '[48, 31]', '[8, -86]', '[84.0]']
['13:10:59.360', '0.9', '[48, 46]', '[8, -86]', '[84.0]']
['13:10:59.576', '0.9', '[48, 46]', '[8, 81]', '[84.0]']
['13:10:59.761', '0.9', '[48, 46]', '[8, 81]', '[-23.0]']
['13:11:07.973', '0.7', '[48, 46]', '[8, 81]', '[-23.0]']
['13:11:08.177', '0.7', '[0, 46]', '[8, 81]', '[-23.0]']
['13:11:08.398', '0.7', '[0, 46]', '[39, 81]', '[-23.0]']
['13:11:08.601', '0.7', '[0, 77]', '[39, 81]', '[-23.0]']
['13:11:08.801', '0.7', '[0, 77]', '[39, -72]', '[-23.0]']
['13:11:08.996', '0.7', '[0, 77]', '[39, -72]', '[83.0]']
['13:11:17.222', '0.1', '[0, 77]', '[39, -72]', '[83.0]']
['13:11:17.423', '0.1', '[16, 77]', '[39, -72]', '[83.0]']
['13:11:17.623', '0.1', '[16, 77]', '[70, -72]', '[83.0]']
['13:11:17.845', '0.1', '[16, 30]', '[70, -72]', '[83.0]']
['13:11:18.050', '0.1', '[16, 30]', '[70, 81]', '[83.0]']
['13:11:18.249', '0.1', '[16, 30]', '[70, 81]', '[36.0]']
['13:11:26.666', '0.1', '[80, 30]', '[70, 81]', '[36.0]']
['13:11:27.245', '0.1', '[80, 30]', '[70, 19]', '[36.0]']
['13:11:27.465', '0.1', '[80, 30]', '[70, 19]', '[-71.0]']
['13:11:35.662', '0.2', '[80, 30]', '[70, 19]', '[-71.0]']
['13:11:35.883', '0.2', '[64, 30]', '[70, 19]', '[-71.0]']
['13:11:36.088', '0.2', '[64, 30]', '[-11, 19]', '[-71.0]']
['13:11:36.284', '0.2', '[64, 77]', '[-11, 19]', '[-71.0]']
['13:11:36.487', '0.2', '[64, 77]', '[-11, 5]', '[-71.0]']
['13:11:36.688', '0.2', '[64, 77]', '[-11, 5]', '[-84.0]']
['13:11:44.927', '0.6', '[64, 77]', '[-11, 5]', '[-84.0]']
['13:11:45.130', '0.6', '[32, 77]', '[-11, 5]', '[-84.0]']
['13:11:45.325', '0.6', '[32, 77]', '[-27, 5]', '[-84.0]']
['13:11:45.534', '0.6', '[32, 14]', '[-27, 5]', '[-84.0]']
['13:11:45.728', '0.6', '[32, 14]', '[-27, 80]', '[-84.0]']
['13:11:45.932', '0.6', '[32, 14]', '[-27, 80]', '[-69.0]']
['13:11:54.144', '0.4', '[32, 14]', '[-27, 80]', '[-69.0]']
['13:11:54.535', '0.4', '[32, 14]', '[85, 80]', '[-69.0]']
['13:11:54.739', '0.4', '[32, 61]', '[85, 80]', '[-69.0]']
['13:11:54.975', '0.4', '[32, 61]', '[85, -57]', '[-69.0]']
['13:12:03.391', '0.8', '[32, 61]', '[85, -57]', '[-69.0]']
['13:12:03.617', '0.8', '[48, 61]', '[85, -57]', '[-69.0]']
['13:12:03.820', '0.8', '[48, 61]', '[-76, -57]', '[-69.0]']
['13:12:04.016', '0.8', '[48, 30]', '[-76, -57]', '[-69.0]']
['13:12:04.244', '0.8', '[48, 30]', '[-76, 80]', '[-69.0]']
['13:12:04.385', '0.8', '[48, 30]', '[-76, 80]', '[69.0]']
['13:12:12.610', '0.7', '[48, 30]', '[-76, 80]', '[69.0]']
['13:12:12.811', '0.7', '[16, 30]', '[-76, 80]', '[69.0]']
['13:12:13.009', '0.7', '[16, 30]', '[-28, 80]', '[69.0]']
['13:12:13.207', '0.7', '[16, 45]', '[-28, 80]', '[69.0]']
['13:12:13.411', '0.7', '[16, 45]', '[-28, -57]', '[69.0]']
['13:12:13.616', '0.7', '[16, 45]', '[-28, -57]', '[-69.0]']
['13:12:21.832', '0.2', '[16, 45]', '[-28, -57]', '[-69.0]']
['13:12:22.233', '0.2', '[16, 45]', '[5, -57]', '[-69.0]']
['13:12:22.437', '0.2', '[16, 14]', '[5, -57]', '[-69.0]']
['13:12:22.681', '0.2', '[16, 14]', '[5, -26]', '[-69.0]']
['13:12:31.092', '0.0', '[16, 14]', '[5, -26]', '[-69.0]']
['13:12:31.293', '0.0', '[0, 14]', '[5, -26]', '[-69.0]']
['13:12:31.494', '0.0', '[0, 14]', '[53, -26]', '[-69.0]']
['13:12:31.895', '0.0', '[0, 14]', '[53, -56]', '[-69.0]']
['13:12:40.312', '0.5', '[0, 14]', '[53, -56]', '[-69.0]']
['13:12:40.522', '0.5', '[48, 14]', '[53, -56]', '[-69.0]']
['13:12:40.738', '0.5', '[48, 14]', '[20, -56]', '[-69.0]']
['13:12:40.921', '0.5', '[48, 61]', '[20, -56]', '[-69.0]']
['13:12:41.139', '0.5', '[48, 61]', '[20, -25]', '[-69.0]']
['13:12:41.389', '0.5', '[48, 61]', '[20, -25]', '[54.0]']
['13:12:49.734', '0.5', '[16, 61]', '[20, -25]', '[54.0]']
['13:12:49.958', '0.5', '[16, 61]', '[-28, -25]', '[54.0]']
['13:12:50.158', '0.5', '[16, 76]', '[-28, -25]', '[54.0]']
['13:12:50.360', '0.5', '[16, 76]', '[-28, 81]', '[54.0]']
['13:12:50.562', '0.5', '[16, 76]', '[-28, 81]', '[23.0]']
['13:12:58.797', '0.8', '[16, 76]', '[-28, 81]', '[23.0]']
['13:12:59.003', '0.8', '[32, 76]', '[-28, 81]', '[23.0]']
['13:12:59.205', '0.8', '[32, 76]', '[5, 81]', '[23.0]']
['13:12:59.404', '0.8', '[32, 13]', '[5, 81]', '[23.0]']
['13:12:59.602', '0.8', '[32, 13]', '[5, -86]', '[23.0]']
['13:13:08.000', '0.4', '[32, 13]', '[5, -86]', '[23.0]']
['13:13:08.225', '0.4', '[48, 13]', '[5, -86]', '[23.0]']
['13:13:08.422', '0.4', '[48, 13]', '[68, -86]', '[23.0]']
['13:13:08.617', '0.4', '[48, 45]', '[68, -86]', '[23.0]']
['13:13:08.826', '0.4', '[48, 45]', '[68, -25]', '[23.0]']
['13:13:09.017', '0.4', '[48, 45]', '[68, -25]', '[38.0]']
['13:13:17.222', '0.8', '[48, 45]', '[68, -25]', '[38.0]']
['13:13:17.444', '0.8', '[16, 45]', '[68, -25]', '[38.0]']
['13:13:17.667', '0.8', '[16, 45]', '[83, -25]', '[38.0]']
['13:13:17.833', '0.8', '[16, 14]', '[83, -25]', '[38.0]']
['13:13:18.038', '0.8', '[16, 14]', '[83, 35]', '[38.0]']
['13:13:18.290', '0.8', '[16, 14]', '[83, 35]', '[53.0]']
['13:13:26.463', '0.1', '[16, 14]', '[83, 35]', '[53.0]']
['13:13:26.866', '0.1', '[16, 14]', '[-45, 35]', '[53.0]']
['13:13:27.081', '0.1', '[16, 45]', '[-45, 35]', '[53.0]']
['13:13:27.283', '0.1', '[16, 45]', '[-45, -26]', '[53.0]']
['13:13:27.482', '0.1', '[16, 45]', '[-45, -26]', '[8.0]']
['13:13:35.690', '0.3', '[16, 45]', '[-45, -26]', '[8.0]']
['13:13:35.903', '0.3', '[0, 45]', '[-45, -26]', '[8.0]']
['13:13:36.101', '0.3', '[0, 45]', '[83, -26]', '[8.0]']
['13:13:36.330', '0.3', '[0, 61]', '[83, -26]', '[8.0]']
['13:13:36.530', '0.3', '[0, 61]', '[83, -11]', '[8.0]']
['13:13:36.732', '0.3', '[0, 61]', '[83, -11]', '[83.0]']
['13:13:44.916', '0.8', '[0, 61]', '[83, -11]', '[83.0]']
['13:13:45.125', '0.8', '[32, 61]', '[83, -11]', '[83.0]']
['13:13:45.325', '0.8', '[32, 61]', '[-13, -11]', '[83.0]']
['13:13:45.551', '0.8', '[32, 30]', '[-13, -11]', '[83.0]']
['13:13:45.730', '0.8', '[32, 30]', '[-13, -41]', '[83.0]']
['13:13:45.951', '0.8', '[32, 30]', '[-13, -41]', '[-70.0]']
['13:13:54.142', '0.2', '[32, 30]', '[-13, -41]', '[-70.0]']
['13:13:54.368', '0.2', '[0, 30]', '[-13, -41]', '[-70.0]']
['13:13:54.591', '0.2', '[0, 30]', '[-77, -41]', '[-70.0]']
['13:13:54.752', '0.2', '[0, 45]', '[-77, -41]', '[-70.0]']
['13:13:54.994', '0.2', '[0, 45]', '[-77, 35]', '[-70.0]']
['13:13:55.195', '0.2', '[0, 45]', '[-77, 35]', '[-38.0]']
['13:14:03.409', '0.1', '[0, 45]', '[-77, 35]', '[-38.0]']
['13:14:03.604', '0.1', '[48, 45]', '[-77, 35]', '[-38.0]']
['13:14:04.005', '0.1', '[48, 14]', '[-77, 35]', '[-38.0]']
['13:14:04.209', '0.1', '[48, 14]', '[-77, 19]', '[-38.0]']
['13:14:04.408', '0.1', '[48, 14]', '[-77, 19]', '[69.0]']
['13:14:12.614', '0.7', '[48, 14]', '[-77, 19]', '[69.0]']
['13:14:12.833', '0.7', '[79, 14]', '[-77, 19]', '[69.0]']
['13:14:13.051', '0.7', '[79, 14]', '[52, 19]', '[69.0]']
['13:14:13.252', '0.7', '[79, 45]', '[52, 19]', '[69.0]']
['13:14:22.051', '0.7', '[31, 45]', '[52, 19]', '[69.0]']
['13:14:22.259', '0.7', '[31, 45]', '[-44, 19]', '[69.0]']
['13:14:22.476', '0.7', '[31, 30]', '[-44, 19]', '[69.0]']
['13:14:22.899', '0.7', '[31, 30]', '[-44, 19]', '[22.0]']
['13:14:31.292', '0.7', '[63, 30]', '[-44, 19]', '[22.0]']
['13:14:31.491', '0.7', '[63, 30]', '[68, 19]', '[22.0]']
['13:14:31.744', '0.7', '[63, 77]', '[68, 19]', '[22.0]']
['13:14:31.899', '0.7', '[63, 77]', '[68, 80]', '[22.0]']
['13:14:32.104', '0.7', '[63, 77]', '[68, 80]', '[-23.0]']
['13:14:40.316', '0.1', '[63, 77]', '[68, 80]', '[-23.0]']
['13:14:40.538', '0.1', '[15, 77]', '[68, 80]', '[-23.0]']
['13:14:40.740', '0.1', '[15, 77]', '[-77, 80]', '[-23.0]']
['13:14:40.939', '0.1', '[15, 61]', '[-77, 80]', '[-23.0]']
['13:14:41.140', '0.1', '[15, 61]', '[-77, -57]', '[-23.0]']
['13:14:41.356', '0.1', '[15, 61]', '[-77, -57]', '[-54.0]']
['13:14:49.583', '0.9', '[15, 61]', '[-77, -57]', '[-54.0]']
['13:14:49.780', '0.9', '[79, 61]', '[-77, -57]', '[-54.0]']
['13:14:50.182', '0.9', '[79, 0]', '[-77, -57]', '[-54.0]']
['13:14:50.382', '0.9', '[79, 0]', '[-77, 19]', '[-54.0]']
['13:14:50.579', '0.9', '[79, 0]', '[-77, 19]', '[-83.0]']
['13:14:58.799', '0.6', '[79, 0]', '[-77, 19]', '[-83.0]']
['13:14:59.007', '0.6', '[47, 0]', '[-77, 19]', '[-83.0]']
['13:14:59.199', '0.6', '[47, 0]', '[-44, 19]', '[-83.0]']
['13:14:59.425', '0.6', '[47, 63]', '[-44, 19]', '[-83.0]']
['13:14:59.626', '0.6', '[47, 63]', '[-44, -26]', '[-83.0]']
['13:14:59.826', '0.6', '[47, 63]', '[-44, -26]', '[-7.0]']
['13:15:08.011', '0.7', '[47, 63]', '[-44, -26]', '[-7.0]']
['13:15:08.215', '0.7', '[0, 63]', '[-44, -26]', '[-7.0]']
['13:15:08.428', '0.7', '[0, 63]', '[20, -26]', '[-7.0]']
['13:15:08.626', '0.7', '[0, 16]', '[20, -26]', '[-7.0]']
['13:15:08.871', '0.7', '[0, 16]', '[20, -11]', '[-7.0]']
['13:15:09.071', '0.7', '[0, 16]', '[20, -11]', '[69.0]']
['13:15:17.265', '0.8', '[0, 16]', '[20, -11]', '[69.0]']
['13:15:17.491', '0.8', '[80, 16]', '[20, -11]', '[69.0]']
['13:15:17.660', '0.8', '[80, 16]', '[-59, -11]', '[69.0]']
['13:15:17.867', '0.8', '[80, 47]', '[-59, -11]', '[69.0]']
['13:15:18.068', '0.8', '[80, 47]', '[-59, 65]', '[69.0]']
['13:15:18.293', '0.8', '[80, 47]', '[-59, 65]', '[-54.0]']
['13:15:26.488', '0.7', '[80, 47]', '[-59, 65]', '[-54.0]']
['13:15:26.688', '0.7', '[0, 47]', '[-59, 65]', '[-54.0]']
['13:15:26.889', '0.7', '[0, 47]', '[6, 65]', '[-54.0]']
['13:15:27.093', '0.7', '[0, 0]', '[6, 65]', '[-54.0]']
['13:15:27.343', '0.7', '[0, 0]', '[6, -57]', '[-54.0]']
['13:15:27.537', '0.7', '[0, 0]', '[6, -57]', '[22.0]']
['13:15:35.714', '0.0', '[0, 0]', '[6, -57]', '[22.0]']
['13:15:36.150', '0.0', '[0, 0]', '[-42, -57]', '[22.0]']
['13:15:36.351', '0.0', '[0, 16]', '[-42, -57]', '[22.0]']
['13:15:36.550', '0.0', '[0, 16]', '[-42, 34]', '[22.0]']
['13:15:36.740', '0.0', '[0, 16]', '[-42, 34]', '[37.0]']
['13:15:44.975', '0.8', '[0, 16]', '[-42, 34]', '[37.0]']
['13:15:45.155', '0.8', '[16, 16]', '[-42, 34]', '[37.0]']
['13:15:45.563', '0.8', '[16, 1]', '[-42, 34]', '[37.0]']
['13:15:45.776', '0.8', '[16, 1]', '[-42, 4]', '[37.0]']
['13:15:45.999', '0.8', '[16, 1]', '[-42, 4]', '[21.0]']
['13:15:54.192', '0.1', '[16, 1]', '[-42, 4]', '[21.0]']
['13:15:54.591', '0.1', '[16, 1]', '[7, 4]', '[21.0]']
['13:15:54.795', '0.1', '[16, 64]', '[7, 4]', '[21.0]']
['13:15:55.005', '0.1', '[16, 64]', '[7, 79]', '[21.0]']
['13:15:55.206', '0.1', '[16, 64]', '[7, 79]', '[67.0]']
['13:16:03.419', '0.2', '[16, 64]', '[7, 79]', '[67.0]']
['13:16:03.638', '0.2', '[0, 64]', '[7, 79]', '[67.0]']
['13:16:03.841', '0.2', '[0, 64]', '[-10, 79]', '[67.0]']
['13:16:04.038', '0.2', '[0, 33]', '[-10, 79]', '[67.0]']
['13:16:04.240', '0.2', '[0, 33]', '[-10, -58]', '[67.0]']
['13:16:04.443', '0.2', '[0, 33]', '[-10, -58]', '[-71.0]']
['13:16:12.655', '0.1', '[0, 33]', '[-10, -58]', '[-71.0]']
['13:16:13.061', '0.1', '[0, 33]', '[38, -58]', '[-71.0]']
['13:16:13.266', '0.1', '[0, 64]', '[38, -58]', '[-71.0]']
['13:16:13.503', '0.1', '[0, 64]', '[38, -11]', '[-71.0]']
['13:16:13.702', '0.1', '[0, 64]', '[38, -11]', '[-55.0]']
['13:16:21.887', '0.4', '[0, 64]', '[38, -11]', '[-55.0]']
['13:16:22.091', '0.4', '[64, 64]', '[38, -11]', '[-55.0]']
['13:16:22.329', '0.4', '[64, 64]', '[-90, -11]', '[-55.0]']
['13:16:22.503', '0.4', '[64, 79]', '[-90, -11]', '[-55.0]']
['13:16:22.724', '0.4', '[64, 79]', '[-90, -41]', '[-55.0]']
['13:16:22.927', '0.4', '[64, 79]', '[-90, -41]', '[-24.0]']
['13:16:31.169', '0.7', '[64, 79]', '[-90, -41]', '[-24.0]']
['13:16:31.329', '0.7', '[0, 79]', '[-90, -41]', '[-24.0]']
['13:16:31.533', '0.7', '[0, 79]', '[-57, -41]', '[-24.0]']
['13:16:31.740', '0.7', '[0, 1]', '[-57, -41]', '[-24.0]']
['13:16:31.941', '0.7', '[0, 1]', '[-57, -40]', '[-24.0]']
['13:16:32.145', '0.7', '[0, 1]', '[-57, -40]', '[52.0]']
['13:16:40.360', '0.1', '[0, 1]', '[-57, -40]', '[52.0]']
['13:16:40.562', '0.1', '[64, 1]', '[-57, -40]', '[52.0]']
['13:16:40.971', '0.1', '[64, 33]', '[-57, -40]', '[52.0]']
['13:16:41.190', '0.1', '[64, 33]', '[-57, 67]', '[52.0]']
['13:16:41.391', '0.1', '[64, 33]', '[-57, 67]', '[7.0]']
['13:16:49.591', '0.4', '[64, 33]', '[-57, 67]', '[7.0]']
['13:16:49.794', '0.4', '[16, 33]', '[-57, 67]', '[7.0]']
['13:16:50.010', '0.4', '[16, 33]', '[87, 67]', '[7.0]']
['13:16:50.211', '0.4', '[16, 48]', '[87, 67]', '[7.0]']
['13:16:50.412', '0.4', '[16, 48]', '[87, -56]', '[7.0]']
['13:16:50.635', '0.4', '[16, 48]', '[87, -56]', '[-9.0]']
['13:16:58.853', '0.8', '[16, 48]', '[87, -56]', '[-9.0]']
['13:16:59.056', '0.8', '[0, 48]', '[87, -56]', '[-9.0]']
['13:16:59.252', '0.8', '[0, 48]', '[38, -56]', '[-9.0]']
['13:16:59.456', '0.8', '[0, 1]', '[38, -56]', '[-9.0]']
['13:16:59.850', '0.8', '[0, 1]', '[38, -56]', '[-24.0]']
['13:17:08.092', '0.5', '[0, 1]', '[38, -56]', '[-24.0]']
['13:17:08.252', '0.5', '[64, 1]', '[38, -56]', '[-24.0]']
['13:17:08.456', '0.5', '[64, 1]', '[-27, -56]', '[-24.0]']
['13:17:08.674', '0.5', '[64, 64]', '[-27, -56]', '[-24.0]']
['13:17:08.875', '0.5', '[64, 64]', '[-27, -10]', '[-24.0]']
['13:17:09.117', '0.5', '[64, 64]', '[-27, -10]', '[21.0]']
['13:17:17.492', '0.5', '[16, 64]', '[-27, -10]', '[21.0]']
['13:17:17.690', '0.5', '[16, 64]', '[-75, -10]', '[21.0]']
['13:17:17.911', '0.5', '[16, 33]', '[-75, -10]', '[21.0]']
['13:17:18.122', '0.5', '[16, 33]', '[-75, -25]', '[21.0]']
['13:17:26.517', '0.3', '[16, 33]', '[-75, -25]', '[21.0]']
['13:17:26.720', '0.3', '[32, 33]', '[-75, -25]', '[21.0]']
['13:17:27.137', '0.3', '[32, 48]', '[-75, -25]', '[21.0]']
['13:17:27.364', '0.3', '[32, 48]', '[-75, -40]', '[21.0]']
['13:17:27.537', '0.3', '[32, 48]', '[-75, -40]', '[-84.0]']
['13:17:35.743', '0.0', '[32, 48]', '[-75, -40]', '[-84.0]']
['13:17:35.951', '0.0', '[0, 48]', '[-75, -40]', '[-84.0]']
['13:17:36.154', '0.0', '[0, 48]', '[22, -40]', '[-84.0]']
['13:17:36.352', '0.0', '[0, 17]', '[22, -40]', '[-84.0]']
['13:17:36.580', '0.0', '[0, 17]', '[22, -84]', '[-84.0]']
['13:17:36.783', '0.0', '[0, 17]', '[22, -84]', '[-23.0]']
['13:17:45.000', '0.4', '[0, 17]', '[22, -84]', '[-23.0]']
['13:17:45.229', '0.4', '[32, 17]', '[22, -84]', '[-23.0]']
['13:17:45.428', '0.4', '[32, 17]', '[55, -84]', '[-23.0]']
['13:17:45.630', '0.4', '[32, 33]', '[55, -84]', '[-23.0]']
['13:17:45.829', '0.4', '[32, 33]', '[55, -23]', '[-23.0]']
['13:17:46.044', '0.4', '[32, 33]', '[55, -23]', '[53.0]']
['13:17:54.220', '0.9', '[32, 33]', '[55, -23]', '[53.0]']
['13:17:54.414', '0.9', '[48, 33]', '[55, -23]', '[53.0]']
['13:17:54.620', '0.9', '[48, 33]', '[70, -23]', '[53.0]']
['13:17:54.867', '0.9', '[48, 64]', '[70, -23]', '[53.0]']
['13:17:55.070', '0.9', '[48, 64]', '[70, 37]', '[53.0]']
['13:17:55.263', '0.9', '[48, 64]', '[70, 37]', '[-54.0]']
['13:18:03.462', '0.3', '[48, 64]', '[70, 37]', '[-54.0]']
['13:18:03.645', '0.3', '[79, 64]', '[70, 37]', '[-54.0]']
['13:18:03.866', '0.3', '[79, 64]', '[-42, 37]', '[-54.0]']
['13:18:04.067', '0.3', '[79, 48]', '[-42, 37]', '[-54.0]']
['13:18:04.264', '0.3', '[79, 48]', '[-42, 7]', '[-54.0]']
['13:18:04.464', '0.3', '[79, 48]', '[-42, 7]', '[37.0]']
['13:18:12.680', '0.6', '[79, 48]', '[-42, 7]', '[37.0]']
['13:18:12.877', '0.6', '[0, 48]', '[-42, 7]', '[37.0]']
['13:18:13.084', '0.6', '[0, 48]', '[70, 7]', '[37.0]']
['13:18:13.283', '0.6', '[0, 1]', '[70, 7]', '[37.0]']
['13:18:13.488', '0.6', '[0, 1]', '[70, -9]', '[37.0]']
['13:18:13.693', '0.6', '[0, 1]', '[70, -9]', '[67.0]']
['13:18:21.905', '0.3', '[0, 1]', '[70, -9]', '[67.0]']
['13:18:22.329', '0.3', '[0, 1]', '[54, -9]', '[67.0]']
['13:18:22.529', '0.3', '[0, 17]', '[54, -9]', '[67.0]']
['13:18:22.721', '0.3', '[0, 17]', '[54, -24]', '[67.0]']
['13:18:22.953', '0.3', '[0, 17]', '[54, -24]', '[6.0]']
['13:18:31.144', '0.0', '[0, 17]', '[54, -24]', '[6.0]']
['13:18:31.542', '0.0', '[0, 17]', '[37, -24]', '[6.0]']
['13:18:31.747', '0.0', '[0, 2]', '[37, -24]', '[6.0]']
['13:18:32.000', '0.0', '[0, 2]', '[37, -39]', '[6.0]']
['13:18:40.392', '0.9', '[0, 2]', '[37, -39]', '[6.0]']
['13:18:40.591', '0.9', '[48, 2]', '[37, -39]', '[6.0]']
['13:18:40.793', '0.9', '[48, 2]', '[-90, -39]', '[6.0]']
['13:18:40.992', '0.9', '[48, 49]', '[-90, -39]', '[6.0]']
['13:18:41.195', '0.9', '[48, 49]', '[-90, 53]', '[6.0]']
['13:18:41.412', '0.9', '[48, 49]', '[-90, 53]', '[51.0]']
['13:18:49.641', '0.1', '[48, 49]', '[-90, 53]', '[51.0]']
['13:18:49.833', '0.1', '[0, 49]', '[-90, 53]', '[51.0]']
['13:18:50.030', '0.1', '[0, 49]', '[70, 53]', '[51.0]']
['13:18:50.240', '0.1', '[0, 65]', '[70, 53]', '[51.0]']
['13:18:58.839', '0.7', '[0, 65]', '[70, 53]', '[51.0]']
['13:18:59.276', '0.7', '[0, 65]', '[-58, 53]', '[51.0]']
['13:18:59.482', '0.7', '[0, 2]', '[-58, 53]', '[51.0]']
['13:18:59.682', '0.7', '[0, 2]', '[-58, 8]', '[51.0]']
['13:19:08.081', '0.6', '[0, 2]', '[-58, 8]', '[51.0]']
['13:19:08.283', '0.6', '[80, 2]', '[-58, 8]', '[51.0]']
['13:19:08.691', '0.6', '[80, 65]', '[-58, 8]', '[51.0]']
['13:19:08.895', '0.6', '[80, 65]', '[-58, -83]', '[51.0]']
['13:19:09.152', '0.6', '[80, 65]', '[-58, -83]', '[-71.0]']
['13:19:17.348', '0.8', '[80, 65]', '[-58, -83]', '[-71.0]']
['13:19:17.520', '0.8', '[48, 65]', '[-58, -83]', '[-71.0]']
['13:19:17.717', '0.8', '[48, 65]', '[38, -83]', '[-71.0]']
['13:19:17.922', '0.8', '[48, 80]', '[38, -83]', '[-71.0]']
['13:19:18.144', '0.8', '[48, 80]', '[38, -53]', '[-71.0]']
['13:19:18.397', '0.8', '[48, 80]', '[38, -53]', '[-24.0]']
['13:19:26.566', '0.9', '[48, 80]', '[38, -53]', '[-24.0]']
['13:19:26.768', '0.9', '[32, 80]', '[38, -53]', '[-24.0]']
['13:19:26.968', '0.9', '[32, 80]', '[-27, -53]', '[-24.0]']
['13:19:27.167', '0.9', '[32, 33]', '[-27, -53]', '[-24.0]']
['13:19:27.389', '0.9', '[32, 33]', '[-27, 54]', '[-24.0]']
['13:19:27.572', '0.9', '[32, 33]', '[-27, 54]', '[21.0]']
['13:19:35.785', '0.5', '[32, 33]', '[-27, 54]', '[21.0]']
['13:19:36.012', '0.5', '[16, 33]', '[-27, 54]', '[21.0]']
['13:19:36.204', '0.5', '[16, 33]', '[21, 54]', '[21.0]']
['13:19:36.628', '0.5', '[16, 33]', '[21, 23]', '[21.0]']
['13:19:36.805', '0.5', '[16, 33]', '[21, 23]', '[52.0]']
['13:19:45.012', '0.1', '[16, 33]', '[21, 23]', '[52.0]']
['13:19:45.216', '0.1', '[32, 33]', '[21, 23]', '[52.0]']
['13:19:45.429', '0.1', '[32, 33]', '[-27, 23]', '[52.0]']
['13:19:45.653', '0.1', '[32, 17]', '[-27, 23]', '[52.0]']
['13:19:45.835', '0.1', '[32, 17]', '[-27, 38]', '[52.0]']
['13:19:46.053', '0.1', '[32, 17]', '[-27, 38]', '[-9.0]']
['13:19:54.279', '0.9', '[32, 17]', '[-27, 38]', '[-9.0]']
['13:19:54.456', '0.9', '[80, 17]', '[-27, 38]', '[-9.0]']
['13:19:55.068', '0.9', '[80, 17]', '[-27, 68]', '[-9.0]']
['13:19:55.273', '0.9', '[80, 17]', '[-27, 68]', '[36.0]']
['13:20:03.490', '0.2', '[80, 17]', '[-27, 68]', '[36.0]']
['13:20:03.688', '0.2', '[48, 17]', '[-27, 68]', '[36.0]']
['13:20:04.318', '0.2', '[48, 17]', '[-27, 7]', '[36.0]']
['13:20:04.518', '0.2', '[48, 17]', '[-27, 7]', '[-56.0]']
['13:20:12.715', '0.9', '[48, 17]', '[-27, 7]', '[-56.0]']
